No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi
11,3140,0.0009592950218446467,1.462042134626825e-07,1.6454559172914747e-11,7.470712307223783e-14,6.363282401451583e-26,2.586300080435068e-17,9.662903142118116e-26,bahagia,
12,3143,0.0009231411244297629,1.9014928828163058e-09,4.2189197534741577e-11,5.063880155445102e-12,5.0584802389318305e-23,-1.7008266659813786e-16,-3.601164011643779e-24,sedih,
13,3144,0.000917757359334484,6.73503933608152e-08,3.0849594252548357e-12,7.810550896091575e-13,1.1000078627762295e-24,-7.76627610570835e-17,-5.822657165317104e-25,sedih,
14,3147,0.000893887702309913,1.3424565096835218e-07,4.2911538402164e-12,1.949671348004817e-11,1.1933015690694025e-22,2.7579022684525686e-15,-2.775926654798814e-23,sedih,
15,3148,0.0012436343667449991,2.182177703968765e-07,2.371757333380708e-11,1.2538297713081904e-10,2.3673979627547694e-21,-4.6011000379593204e-14,-1.1709091673865376e-20,sedih,
16,3149,0.000858114798248552,9.22656157482558e-08,3.2051320221789335e-11,7.985688691605138e-12,9.642522224213018e-23,7.127134308361406e-16,9.441606993240353e-24,sedih,
17,3153,0.0007560930044680184,1.4675653586830906e-09,2.75184621770326e-12,1.211159228812949e-12,-3.3957435233594644e-25,-1.1411855932810239e-17,-1.9904113584114126e-24,sedih,
18,3154,0.0007417470105919941,2.8589714589922166e-08,1.3641313373060123e-11,1.1373645881579682e-12,-4.259043911751083e-24,-8.133675344025653e-17,-3.666307381827354e-24,sedih,
19,3155,0.0007485147565369376,3.8593124649797216e-08,1.3171140117722025e-11,5.902399104507955e-13,-6.237872014954908e-25,1.135726129629923e-16,3.5464423403022558e-25,sedih,
20,3159,0.0016184231468702663,2.2303803407171357e-08,2.577318822539544e-09,2.1008336871554165e-10,1.542001469890566e-19,2.7431283585568887e-14,1.714349443422284e-20,sedih,
21,3160,0.0007418372902892995,3.1629015576970827e-09,6.572594018905931e-12,2.6543103725791023e-13,1.1205198969776252e-25,1.0889526824484779e-17,3.210916942993539e-25,sedih,
22,3161,0.0008822046922247359,7.3328365371262906e-09,3.254469278071142e-11,1.936255586864319e-12,1.5365883873470615e-23,1.5447294078270472e-16,3.952790856918957e-24,bahagia,
23,3162,0.0008172068441069924,5.129451791237382e-08,2.5594853379645847e-11,2.3557794235610006e-13,1.8352939716630812e-25,5.1905816949849036e-17,4.298505429957782e-25,sedih,
24,3167,0.000725252314708378,6.071213469055348e-11,8.76295244174941e-15,4.1960022901358613e-13,-4.8105845658289784e-27,-3.262830892412658e-18,3.9490192218862744e-26,sedih,
25,3168,0.0006907450767664448,2.087168588249344e-09,5.366275225560735e-12,3.0041797478360527e-13,-2.4233876720262115e-25,1.3542590817791238e-17,8.269506466404937e-26,sedih,
26,3169,0.0007229896740662668,8.242512719039262e-09,1.0073328608619074e-11,2.6153639850673003e-13,1.073319983445791e-25,2.0867398424351837e-17,-1.382739874178084e-25,sedih,
27,3170,0.0006821654305259569,6.000957853151291e-09,2.7640394310368106e-12,2.076116372156073e-13,3.429031987208335e-26,-7.80384012367297e-18,4.6087715996835324e-26,sedih,
28,3171,0.000726383343553098,5.247667239435893e-10,4.339135961012213e-13,6.239360124580852e-14,1.837835858767443e-27,-5.164292498067968e-19,1.6231210348198793e-27,sedih,
29,3172,0.0009290356263007167,9.392378196227692e-10,2.4837772542755614e-10,5.117861582785165e-13,5.53978923632606e-24,1.436575367019716e-17,4.542206751662527e-25,sedih,
30,3173,0.0007063407864579711,2.2494054977533838e-08,1.5559548954594368e-12,2.1880808063585124e-13,-1.381986841141071e-26,-1.608607367991738e-17,1.1893312461208045e-25,sedih,
31,3181,0.000689907765019827,7.352964868045915e-11,1.6228970065079757e-12,2.7613371329796684e-13,6.865923518637927e-26,-2.249878019764235e-18,1.059383992992571e-25,sedih,
32,3182,0.0007089090697173376,2.1804641645030443e-09,3.569224871155188e-12,2.7622141354034503e-13,-1.235153345692694e-25,-1.0061982646500281e-17,-1.6388280572213392e-25,bahagia,
33,3183,0.0007157611195502475,1.874197062194942e-09,1.9501332083884574e-11,9.657239868036702e-14,-8.119046750696363e-26,4.114494429875056e-18,-2.599299462538657e-26,sedih,
34,3184,0.0007579756160389164,5.479986348743168e-08,2.56575495066819e-12,5.917191891228243e-12,-2.9800349936589034e-24,1.8701163452961546e-16,-2.8603987504596727e-24,sedih,
35,3185,0.0008411077071452655,1.180752716698499e-08,2.659646417125023e-11,5.172802402083396e-13,-2.6769396568672045e-25,5.585850901652294e-17,1.5752645675053623e-24,sedih,
36,3186,0.0007156518850863958,5.535807414266297e-11,5.122624568360188e-13,2.2026408578927558e-13,8.49063719734576e-27,3.208064856858335e-19,-2.0072193465644235e-26,sedih,
37,3193,0.0008014486392909175,4.9992936662353575e-09,1.1609673798680658e-11,1.4852282371658402e-12,-6.153201846434829e-24,-9.645408953060763e-17,6.810614298369018e-25,sedih,
38,3194,0.0008181085213609825,8.392126815216139e-09,1.63621590213177e-11,5.405887828616606e-12,-2.5925602685084943e-23,-3.31742209916641e-16,6.27115054027593e-24,sedih,
39,3195,0.0032417356829831344,8.937063805064343e-07,1.5811883100973833e-08,9.758337277619461e-09,1.1605310025859017e-16,6.246750443525691e-12,-2.6648552538216294e-17,natural,
40,3196,0.0007187570518759293,3.9343935361249873e-10,1.8387244190365405e-12,1.0234137404684116e-13,-2.693921465270534e-26,1.4040156234048353e-18,3.111422554461348e-26,sedih,
41,3201,0.0009680393922254914,4.3735809093014254e-08,1.7109682418711097e-11,2.960915601326762e-11,3.105567216316014e-22,-3.2830128400865305e-15,6.487881512339694e-22,sedih,
42,3202,0.0009293980792378425,1.360082093507567e-07,3.6620152092280976e-11,6.2358045426078915e-12,9.372953876729246e-23,-2.1811519520561703e-15,-6.303061461923448e-24,sedih,
43,3203,0.0011035973397133555,1.5543232732494535e-07,2.326043906023301e-10,5.501054366139851e-11,4.206089960874352e-21,-1.9244697551500108e-14,9.600910847643254e-24,sedih,
44,3204,0.0010852326196523405,3.4429034244518786e-08,4.095262691535603e-11,6.853969003132868e-11,3.608939389600048e-21,7.394609232734582e-15,5.126328651257146e-22,sedih,
45,3205,0.0009083219303133111,5.8058318624869266e-08,6.090004929092714e-11,5.339614558735927e-12,1.1650484804403864e-23,-1.2024901425395816e-15,7.555480379956602e-24,sedih,
46,3206,0.0009389328323858406,2.8977772849997905e-07,5.6556929095010464e-11,3.5350533383223103e-12,3.86245084193083e-23,1.2420555807519102e-15,-2.452458548975808e-23,sedih,
47,3213,0.0007193618634138976,4.260073474752049e-09,1.3200327654012101e-11,5.960599673016161e-14,9.590371037492858e-30,3.504693978147791e-18,3.9015020277041396e-26,sedih,
48,3214,0.0007078032021256323,1.1793401482722815e-09,9.527283357109287e-13,6.276496162895729e-13,-2.8108787276254083e-25,-1.6602213558775966e-17,-2.2026107362386327e-25,sedih,
49,3215,0.0007615828843336742,1.574167162060366e-09,2.6151078348999685e-11,2.2932718597513546e-12,9.435427953917037e-24,-7.525773037106272e-17,8.037325865755872e-24,sedih,
50,3216,0.0007022464709491342,8.497413404642465e-09,1.3583761286889509e-11,1.5508565365717703e-14,-6.976563138653437e-27,-1.2970120294550135e-18,-6.143198277154584e-27,sedih,
51,3217,0.0007413583578888141,2.016992394283317e-09,1.3255863883015646e-11,2.59599315006912e-14,-2.684552584786918e-28,-5.895659527165004e-19,4.09311077425239e-27,sedih,
52,3223,0.00498207315351459,4.286298173511918e-06,4.958971453516361e-09,2.967342131326289e-09,9.665849100398431e-18,4.934760544292917e-12,1.3235445179452376e-18,natural,
53,3224,0.0007406472118727228,6.760890158830917e-10,1.3929344872663556e-12,5.425876975692472e-13,-3.2715648836480184e-25,1.4108152776066865e-17,-2.730332337442422e-25,sedih,
54,3225,0.0016525696953318732,1.0017160664271944e-06,9.015987038973095e-11,7.020860337572232e-12,1.451705953573606e-22,-4.257182464366061e-15,-6.204549083746268e-24,sedih,
55,3226,0.000810888225862304,9.579768245654283e-09,6.4938516008497e-12,2.143360061967394e-12,-2.7767896232437854e-24,-1.0740746364123004e-16,4.516620346466192e-25,sedih,
56,3227,0.0008786841679962486,1.0173705275031834e-08,5.306558103327523e-12,5.830991023989947e-13,-4.6042782451057525e-25,-3.78767728521202e-17,-5.213166043911144e-26,bahagia,
57,3228,0.0006788490349140146,6.660081309941623e-13,7.799887804193499e-13,2.5854514707027263e-15,-1.0115858438526158e-28,1.12525805890815e-21,-2.220336050358228e-29,sedih,
58,3235,0.0008391990585459213,3.2065233320939845e-08,5.397833811327043e-11,3.994498673792142e-12,-4.142755074712918e-23,6.57624709660273e-16,-3.2833856222755e-24,sedih,
59,3236,0.0011312152441054232,1.963057196028101e-08,2.603749241031586e-10,4.3123643079202884e-11,-2.6431739722551926e-21,4.759877293070475e-15,7.994777024727803e-22,sedih,
60,3237,0.0009895794149152814,3.9866003449200424e-08,1.3594606383312977e-11,3.0643490979321586e-11,-6.169138867972476e-22,5.919244521915377e-15,6.094856016409057e-22,bahagia,
61,3238,0.0012349162327305986,3.363216706641681e-08,6.272454112039533e-10,2.855656142198428e-11,-3.603861488963517e-21,2.9594838074809398e-15,-1.394018507404821e-22,sedih,
62,3243,0.0009018765294583258,8.824979410274659e-10,3.231069907379822e-11,6.077000175113152e-13,2.601799832671597e-24,-1.5476975873788962e-17,3.339762474430771e-25,sedih,
63,3244,0.0009776407571332809,1.898305188635211e-07,2.4049840673503756e-11,1.5175757997171532e-12,-7.57552516662175e-24,-6.385701796905512e-16,-4.054936753807696e-24,sedih,
64,3247,0.000984043829893364,1.689377419046304e-08,2.1240743062207493e-11,2.6038750279805594e-11,3.875279876478586e-23,-9.859008848023577e-16,6.066871750373273e-22,bahagia,
65,3248,0.0008113283934929234,4.8391798665528475e-09,9.109496944344867e-12,5.150120931900003e-13,-1.1121881666373092e-24,-2.1317215757112104e-17,-5.939449194405403e-25,sedih,
66,3251,0.0008671676122849168,8.249718753617882e-08,6.673498424995426e-11,5.166766132836775e-12,-9.382407166021706e-23,1.4808542376852958e-15,6.898652438680712e-24,sedih,
67,3252,0.0007551503437089946,2.1694191115908645e-09,4.657643102820073e-12,3.3457222614598444e-14,1.19784653147894e-26,3.749743230891077e-19,2.6441099387605746e-27,sedih,
68,3253,0.0007065902823882844,6.095608113935161e-10,1.08262746999785e-12,2.9664358258313033e-13,-1.1348546529153204e-25,-5.148032132464789e-18,-1.1235462512977428e-25,sedih,
69,3257,0.0012768752419476948,8.665453420081277e-07,4.402922049336555e-11,1.6085199575070063e-11,2.6090716872253493e-22,6.903377577225799e-15,3.8825414182165954e-22,sedih,
70,3258,0.0009900883915694735,7.63632411084775e-08,2.510002949406567e-11,1.12823082737175e-11,-1.5658901140524776e-22,2.820577642363223e-15,5.658877814852622e-23,bahagia,
71,3259,0.0012428707305433,5.248196203023326e-07,2.793075154430846e-10,6.886911247524734e-11,-1.3608646327717344e-21,-2.984728659980431e-14,9.40134339164922e-21,bahagia,
72,3263,0.0012283891092229322,1.1732592164649426e-07,1.809516481685181e-10,2.6911470524987048e-11,-2.379523146222887e-22,9.108313665971285e-15,-2.0218150139520635e-23,sedih,
73,3264,0.001626652529647107,5.181157861900033e-07,3.0371896837469254e-10,1.0933698871119092e-10,-1.5082081974265607e-20,-7.869756282827924e-14,-1.2340108431964033e-20,bahagia,
74,3265,0.0009681311784599403,2.0748186878909134e-07,3.2157534723826603e-12,9.494441204192165e-13,-1.315437954413557e-24,4.2477065287554786e-16,-1.5667204348525628e-25,sedih,
75,3269,0.0024009224956194437,1.875293403062775e-07,6.080782810555147e-10,6.325032558126263e-10,3.7548870981461794e-19,2.7372936480203695e-13,-1.6026682209481562e-19,natural,
76,3270,0.0012449207628246464,9.81527027412318e-08,3.5685971710698993e-12,2.5781438282237247e-11,-7.2256045544792e-23,-7.508266997747894e-15,2.988232849881122e-22,sedih,
77,3271,0.00084049646714671,1.2077418677226506e-08,1.7377385489174744e-11,6.327274853725408e-12,-6.079881715345954e-23,2.884812707496312e-16,-2.971701639556401e-23,sedih,
78,3275,0.0007745740356616085,3.976746587916125e-08,4.077731311553032e-11,3.87645338154234e-13,-1.1496980078003565e-24,-6.520397696392212e-17,-1.8785547909222834e-25,sedih,
79,3276,0.001231365846351056,2.382467940769138e-09,8.491335569605006e-12,3.063200865373341e-12,-1.492192179301611e-23,-1.4614515902571229e-16,7.659792389180912e-24,sedih,
80,3279,0.0011181087625203548,6.564128406224059e-08,3.651301860281773e-10,1.561367956075814e-11,-7.732288040383382e-22,2.2685537915730717e-15,-5.346641852810699e-23,sedih,
81,3280,0.0008388741059518886,3.1608342992442674e-08,1.3456924512247569e-11,1.615787935317065e-11,-2.2804884690728144e-22,-2.784490649246238e-15,3.382574644692486e-23,sedih,
82,3283,0.0008266565119812302,9.756132345811994e-09,3.4839303916305336e-12,9.818788912513518e-14,-2.441042582869993e-27,3.1628885752222343e-18,2.1040323707869063e-26,sedih,
83,3284,0.0008128831278551142,8.944474938621386e-10,1.1848231675294134e-10,4.595649351221246e-12,-1.0311380712735656e-22,-1.277560715270376e-16,9.37022402243859e-24,sedih,
84,3285,0.0007269633280162653,3.782182479469305e-09,2.3442679476901932e-11,7.91359749684114e-14,1.0673828926289427e-25,-1.8317177750290414e-18,4.455165662246995e-27,sedih,
85,3286,0.0008267371925046994,1.5252783176147057e-08,3.2955668815249805e-12,1.8528813650337585e-12,-2.8535991078204125e-24,-2.0814790834027284e-16,-6.255939167871777e-24,sedih,
86,3291,0.0010528173284981917,4.4760678703263533e-08,5.772907673200894e-11,6.127911883293606e-12,1.0895893602361664e-22,5.856846381877818e-16,-2.1758341401571254e-23,bahagia,
87,3292,0.0011203345139575373,2.2351549488888748e-09,4.8271641269168196e-12,4.4453473239642647e-13,-6.400717144683006e-25,-2.0943235805811697e-17,1.315117325888933e-26,sedih,
88,3293,0.0008875327410657676,3.031015153811254e-09,2.2970165198345478e-11,1.2386086449832389e-11,-1.8177907002463656e-22,-6.629119003461831e-16,-2.8302268976009106e-22,sedih,
89,3297,0.0007698870897866346,5.247903479942821e-08,1.4998066260723056e-11,1.3964675941032604e-13,1.8908898190645932e-25,-2.6393720784034033e-17,3.01737039994076e-27,bahagia,
90,3298,0.000796309426513827,7.787822010380491e-08,4.3143735971206385e-13,1.0846234913812416e-12,6.810284092841654e-25,2.8683637351368543e-16,-2.6153404107243323e-25,bahagia,
91,3299,0.0007730710986220056,2.7090002428288803e-08,1.2689404729398945e-11,1.2901187995676904e-12,1.126726449260327e-25,-1.692102149490579e-16,-2.217414185009157e-24,sedih,
92,3303,0.0007919695852014541,1.7048161791628778e-07,1.1939469267746785e-12,1.760557659200744e-12,1.741998414352999e-24,6.896875568997236e-16,-5.918775452672205e-25,sedih,
93,3304,0.0007119899773533447,1.992307615663974e-09,1.4049018766925332e-11,1.04224536638337e-13,-1.2607327159433615e-25,-8.213672730962108e-19,-4.457596659707347e-26,sedih,
94,3305,0.0007922255954590385,1.1494653828703379e-07,1.401996916779135e-12,1.2710126217084927e-13,3.7950448758597694e-26,3.0930638116602835e-18,-1.363487865536779e-26,bahagia,
95,3306,0.000810940513018648,6.826679531176812e-09,1.4254292105013229e-11,4.3522670665924e-13,9.830691337543227e-25,-1.132239175678517e-17,2.1617483187406863e-26,sedih,
96,3311,0.0007175402164823823,1.7933364721636196e-09,4.253433375786587e-12,5.396426112728932e-14,-1.248161645234396e-26,1.5549517600472297e-18,-8.086874363187413e-27,sedih,
97,3312,0.0007164033329774596,1.9709321076013188e-08,7.165129722140104e-12,1.7535209693075657e-13,1.4118090082853057e-25,1.575843013981747e-17,2.272243244261959e-25,sedih,
98,3313,0.0007496138335885128,9.87124239569827e-10,4.942431217070381e-11,4.380556350648459e-13,6.469748713748888e-25,1.3397457971198746e-17,7.471295889635502e-25,sedih,
99,3317,0.0009381586164036492,2.7141949715307902e-08,3.2926291257970124e-11,4.056761594651579e-12,-7.301742007028558e-24,-5.906440195804354e-16,3.6398805275997676e-23,sedih,
100,3318,0.0007093927384044828,1.4745359190517462e-09,4.471757705940072e-12,3.2997471403740557e-14,-1.2370240733483543e-26,-8.234867761118562e-19,-6.682820608811693e-27,sedih,
101,3321,0.0007795066119548884,8.773765489541619e-09,1.862749485888371e-11,2.684967179637546e-12,-1.8632238193457807e-23,1.3897589972945773e-17,3.56210760833395e-24,sedih,
102,3322,0.0009912704200169408,2.3127202380972663e-09,9.39459473607154e-11,1.789578507602727e-11,4.1073112907550695e-22,-3.0358455325393755e-16,-3.4959307406583763e-22,bahagia,
103,3325,0.0009686827235132552,1.655878312995996e-09,3.968187147277672e-11,7.186151554216763e-12,9.74370014089332e-23,4.79080053732476e-17,-1.4838016835613414e-23,sedih,
104,3326,0.0018277874483708183,2.119000765215826e-08,1.2085456090194303e-10,2.4761849233124753e-10,4.0824191474239816e-20,3.152872915885664e-14,-4.3041961975301955e-20,bahagia,
105,3329,0.000811812807174604,9.482742307487851e-08,5.6833044093998096e-11,7.173891364192894e-13,1.0663465766558571e-24,9.769648646371665e-17,-4.3421413222137655e-25,sedih,
106,3330,0.00087254357261006,1.1011310897353127e-07,1.9618065670886503e-11,1.5217505759565186e-12,-7.21578506448654e-24,-3.9346651305470307e-16,3.756347221477874e-24,sedih,
107,3333,0.0007184055111961321,4.689418519677603e-08,2.2124967890667325e-12,5.779151012753131e-13,-2.6002363560617207e-25,-8.819217593997834e-17,-8.244550414031553e-25,sedih,
108,3334,0.0008012539810589847,7.852930232968744e-08,6.292147686427421e-12,1.1106622899088612e-12,1.1081284977478152e-24,-2.2391638018624144e-16,-2.800909448813125e-24,sedih,
109,3335,0.0007367314642975197,1.1135115499431641e-08,2.4339841684596066e-12,1.5976247364337167e-12,-2.0543306296591362e-24,2.8810095484705132e-18,2.347165374680143e-24,sedih,
110,3336,0.0007137125654848829,2.5278956994411007e-09,7.904255105374143e-13,1.220653931099943e-13,-9.51132415290539e-27,-5.574364817765175e-18,-2.5388157478954293e-26,sedih,
111,3337,0.000779439760533521,4.278332132613208e-08,1.023414020182839e-11,5.601036645346088e-13,-5.606017298979976e-25,-6.186768091274348e-17,-5.775260749405043e-25,sedih,
112,3338,0.0007989113817592742,2.0238392330826414e-08,8.923290367223775e-12,1.7109636348421185e-12,-1.888895709164063e-24,9.110377188644001e-17,-3.922905394043983e-24,sedih,
113,3339,0.0007472532284282794,5.895834456528639e-11,1.2920588731165845e-11,4.387060902826376e-13,-5.691036909755504e-25,1.266600851490063e-18,-5.166116893308036e-25,sedih,
114,3347,0.0009324890668378726,2.7899093378288665e-07,3.1837570031834022e-12,4.157316487459614e-13,-4.391556562502826e-25,-2.1697640811579215e-16,-2.5889316868241403e-25,sedih,
115,3348,0.0008459512905614209,5.925319445427209e-08,7.361722487183124e-12,5.373250836613047e-12,3.149815743525419e-23,1.3066847291340186e-15,1.1004735118070543e-23,sedih,
116,3349,0.0009445704448234363,9.383723945355443e-08,2.0854974695569246e-11,7.344008645875246e-12,-8.757270010373973e-23,-1.69007903667673e-15,-2.0508110187851975e-23,sedih,
117,3350,0.0009800623892466085,3.58406289072262e-07,1.1088710602272292e-11,1.268798342446671e-12,1.734022194904972e-24,6.989948280065136e-16,2.1630085191400166e-24,bahagia,
118,3351,0.0007865665999741026,1.927177527112937e-08,3.4169631879489727e-12,6.823653004785459e-12,1.0015584911393086e-23,1.2251465678630922e-16,6.418357007054818e-23,sedih,
119,3357,0.0008760270977662719,1.6965383342075645e-08,3.0074738580285327e-12,1.7955408663812158e-11,1.1713163460612399e-22,2.199358765759541e-15,-1.1469912628031068e-22,sedih,
120,3358,0.0011615494150795536,2.3873808195458353e-09,4.6316151058116905e-11,7.176341782981852e-11,-6.517109607352904e-22,2.7564295774402306e-15,-4.760533268319584e-21,sedih,
121,3359,0.0009493143581714137,5.443359404779241e-08,1.679472475604768e-10,1.1144878126150669e-11,3.7502819138221697e-22,3.073132666642632e-16,8.48551688817051e-23,sedih,
122,3360,0.0008101382003107859,2.130796562433828e-08,3.1560191052620984e-11,1.483972047823734e-12,7.163856500651654e-24,1.703081919928289e-16,9.833328435978725e-24,sedih,
123,3361,0.0007661417067457306,1.5619760188698178e-10,6.631692853292752e-13,3.9168196240204425e-13,1.9751188046913314e-25,4.7999622462111444e-18,5.881760677629005e-26,sedih,
124,3367,0.000787216612890575,1.9164115680808504e-08,1.851057595825211e-11,1.4296160258542772e-11,-1.3596483839111608e-22,7.15217111764184e-16,-1.1173241230531887e-22,sedih,
125,3368,0.0007033860858517866,2.7033868246622745e-10,2.2527217862879376e-12,2.1656187129614324e-13,-7.343568406087078e-26,-2.270571263262052e-18,6.724933260386077e-26,sedih,
126,3369,0.0006988917756995951,2.590041303079305e-09,6.053103126004842e-13,1.8823784735220317e-13,-5.133266282620547e-26,-6.544858493055765e-18,-4.0379602656504596e-26,bahagia,
127,3370,0.000677501553196294,1.0899379755670532e-09,1.435596239727745e-12,2.997930634384302e-14,1.2280114537375348e-27,7.501724873349025e-19,1.2725875961456565e-27,sedih,
128,3375,0.0012265730988036284,2.618275381681275e-08,8.167024071994274e-11,6.719158221402404e-11,4.850174535830981e-21,1.08704495417203e-14,1.4977835882499976e-21,sedih,
129,3376,0.0011868792149083954,2.073241564330321e-08,5.070198074581754e-10,2.7352824394681975e-11,1.7083774526086098e-21,-1.6080450446546558e-16,8.738649896804974e-22,sedih,
130,3379,0.0007216404068679999,6.428343939659853e-08,6.464575971832571e-12,9.64729014972964e-13,4.1045266899523703e-25,-2.205323087129718e-16,-2.1921317106817933e-24,sedih,
131,3380,0.0006716933683980184,3.830876802818385e-10,5.60173577436879e-13,7.932969287703592e-14,5.06889623342018e-27,-1.1518431712788292e-18,1.2738373030540575e-26,sedih,
132,3381,0.0006650762721419699,8.114828143925789e-10,1.159678901794275e-12,3.2303934793460706e-14,-3.2135397210725197e-27,-8.675094813535409e-19,1.0342896041093596e-27,sedih,
133,3385,0.0007176163881618095,2.5815328186290552e-08,8.598352900468449e-13,1.2691687101537122e-13,3.320224530735038e-26,4.1367393015659895e-18,-8.640143259782182e-27,sedih,
134,3386,0.0009997037129404788,2.618726205578979e-07,1.363356351150845e-10,1.2935094779477389e-11,-4.94984859109863e-22,-3.562240055692072e-15,-6.873077934429958e-23,sedih,
135,3387,0.0009488833045832859,9.914689378477766e-09,3.9605569139678986e-11,6.084224763654771e-12,8.035455639242168e-23,5.343849057648921e-17,2.87868165203045e-23,sedih,
136,3391,0.0009144444984014169,1.47955817468999e-07,2.794167878417752e-11,8.97166678243029e-12,1.4185131999540048e-22,2.911698503782012e-16,-1.1567068789410552e-23,sedih,
137,3392,0.002263375263476154,7.629904044545224e-08,3.2628025839441633e-09,2.843922580883486e-10,1.0220178570708273e-19,-3.0084395600819e-14,1.5279953736927614e-20,natural,
138,3393,0.0007301037843727505,5.2100443531297934e-09,1.5817164976363755e-11,1.9215702044150593e-13,3.07959585963152e-25,-5.349543663829726e-19,-1.3865022940561819e-25,bahagia,
139,3397,0.0008163241117133521,1.125554887891766e-08,7.752913970552064e-12,2.739345217283301e-12,-8.652930691801334e-24,-2.6062360416779397e-16,-1.8492322099222606e-23,bahagia,
140,3398,0.0009060757134805436,1.3864012209714973e-08,2.545911822521656e-11,6.482385361468298e-12,-5.2201122161475e-23,7.282038460262776e-16,-2.1317943419784086e-23,bahagia,
141,3399,0.0007507062256113936,9.939045722413285e-10,4.930449133186569e-12,1.0748317068120993e-12,2.1732124741895248e-24,3.1792881702562784e-17,1.8439154726646625e-24,bahagia,
142,3403,0.0007049646630185822,1.1592587370018213e-08,3.2578527517396815e-11,5.085245687616357e-13,1.5935778180626412e-24,4.934722971493866e-17,7.585885626745782e-25,bahagia,
143,3404,0.000817144610089441,7.993207684983035e-11,1.5765796797682186e-11,1.7354184020899524e-13,2.176981455259362e-25,-1.33524639805998e-18,-4.749344783284527e-26,sedih,
144,3405,0.0007527450167214658,4.4825307719139927e-10,3.8432689399214164e-13,3.161170965582145e-13,-5.593204491123928e-26,1.8372143764510386e-18,8.398885355901241e-26,sedih,
145,3406,0.0034763000645951585,1.2517929238491887e-06,3.179745340457755e-08,1.1280549163053648e-08,1.7046908329380551e-16,4.6213002947145666e-12,6.25670890220421e-17,natural,
146,3407,0.0008275574438464306,5.2800961744099154e-09,1.8162522865620934e-11,5.904183498369576e-13,-1.5422881417713661e-24,3.509429381432141e-18,-4.829272962277498e-25,sedih,
147,3413,0.0009429695452191658,2.4172047234232884e-09,4.0535449324544646e-12,1.0658267880771326e-12,-1.5294396914670572e-24,-4.9454847300076686e-17,-2.426329588053195e-25,sedih,
148,3414,0.0014125880858563448,3.6190945373963976e-08,1.1422809616851047e-09,3.124597050246632e-10,-1.4924725211821935e-19,5.1438703618767815e-14,3.690291230854138e-20,sedih,
149,3415,0.0010090613022070496,1.2686937992078283e-08,1.9011423878159096e-11,2.9894492418005757e-12,-2.0889441291142804e-23,2.524089808239261e-16,4.5397798085482996e-24,sedih,
150,3419,0.0006766415193504847,6.937634471658212e-09,9.809078696263385e-12,1.0639313745882965e-15,1.0352010682109114e-28,6.19835244629643e-20,-3.6569848716957764e-29,bahagia,
151,3420,0.0008419369775462293,9.561931005920857e-09,2.1353068468552477e-11,1.5488402046796346e-12,8.447111335925782e-24,6.456737722721065e-18,6.1532371207150425e-24,sedih,
152,3421,0.0006817996466889737,1.232320343654393e-09,4.154701227986597e-12,1.0737126644830787e-13,-1.837102923039673e-26,1.6866188238506161e-18,4.529191624821644e-26,sedih,
153,3422,0.0006737477931546157,1.5291554665371104e-10,4.866744077737447e-13,3.11234882772621e-14,4.974940044116781e-28,-2.541035601450562e-19,3.854696378621045e-27,sedih,
