No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
70,"[16837, 16838]","[16839, 16840]",81,"{'WT': 2, 'N': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
71,"[16841, 16842]","[16843, 16844]",82,"{'WT': 2, 'S': 2}",{'WS': 2},"{'WO': 2, 'S': 1}",{'WS': 100.0},"{'WO': 100.0, 'S': 50.0}"
72,"[16845, 16846, 16847, 16848]","[16849, 16850, 16851, 16852]",83,"{'WT': 4, 'K': 4}",{'WS': 4},{'WO': 4},"{'WS': 100.0, 'K': 0}","{'WO': 100.0, 'K': 0}"
73,"[16853, 16854]","[16855, 16856]",85,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
74,"[16857, 16858]","[16859, 16860]",86,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
75,"[16861, 16862]","[16863, 16864]",87,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
76,"[16865, 16866]","[16867, 16868]",88,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
77,"[16869, 16870]","[16871, 16872]",89,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
78,"[16873, 16874]","[16875, 16876]",90,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
79,"[16877, 16878]","[16879, 16880]",91,"{'WT': 2, 'S': 1, 'M': 1}",{'WS': 2},"{'WO': 2, 'S': 2}","{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'S': 100, 'M': 0}"
80,"[16881, 16882, 16883]","[16884, 16885, 16886]",92,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 1}","{'WO': 3, 'S': 2}","{'WS': 100.0, 'S': 33.33333333333333}","{'WO': 100.0, 'S': 66.66666666666666}"
81,"[16887, 16888]","[16889, 16890]",93,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
82,"[16891, 16892]","[16893, 16894]",94,"{'WT': 2, 'S': 2}",{'WS': 2},{'WO': 2},{'WS': 100.0},"{'WO': 100.0, 'S': 0}"
83,"[16895, 16896]","[16897, 16898]",95,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
84,"[16899, 16900]","[16901, 16902]",96,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 2}","{'WO': 2, 'S': 2}","{'WS': 100.0, 'S': 100.0}","{'WO': 100.0, 'S': 100.0}"
85,"[16903, 16904]","[16905, 16906]",98,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
86,"[16907, 16908, 16909]","[16910, 16911, 16912]",99,"{'WT': 3, 'J': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
87,"[16913, 16914, 16915, 16916, 16917, 16918]","[16919, 16920, 16921, 16922, 16923, 16924]",100,"{'WT': 6, 'B': 6}","{'WS': 6, 'B': 2}","{'WO': 6, 'B': 3}","{'WS': 100.0, 'B': 33.33333333333333}","{'WO': 100.0, 'B': 50.0}"
88,"[16925, 16926, 16927, 16928]","[16929, 16930, 16931, 16932]",101,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 1}","{'WO': 4, 'B': 4}","{'WS': 100.0, 'B': 25.0}","{'WO': 100.0, 'B': 100.0}"
89,"[16933, 16934, 16935]","[16936, 16937, 16938]",104,"{'WT': 3, 'S': 3}",{'WS': 3},"{'WO': 3, 'S': 2}",{'WS': 100.0},"{'WO': 100.0, 'S': 66.66666666666666}"
90,"[16939, 16940]","[16941, 16942]",105,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
91,"[16943, 16944]","[16945, 16946]",106,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
92,"[16947, 16948]","[16949, 16950]",107,"{'WT': 2, 'S': 2}",{'WS': 2},"{'WO': 2, 'S': 1}",{'WS': 100.0},"{'WO': 100.0, 'S': 50.0}"
93,"[16951, 16952]","[16953, 16954]",108,"{'WT': 2, 'S': 2}",{'WS': 2},"{'WO': 2, 'S': 1}",{'WS': 100.0},"{'WO': 100.0, 'S': 50.0}"
94,"[16955, 16956, 16957, 16958, 16959, 16960]","[16961, 16962, 16963, 16964, 16965, 16966]",109,"{'WT': 5, 'B': 5}","{'WS': 6, 'B': 5}","{'WO': 6, 'B': 5}","{'WS': 100, 'B': 100.0}","{'WO': 100, 'B': 100.0}"
95,"[16967, 16968, 16969, 16970]","[16971, 16972, 16973, 16974]",110,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 1}","{'WO': 4, 'B': 3}","{'WS': 100.0, 'B': 25.0}","{'WO': 100.0, 'B': 75.0}"
96,"[16975, 16976, 16977]","[16978, 16979, 16980]",111,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 1}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 33.33333333333333}"
97,"[16981, 16982, 16983, 16984]","[16985, 16986, 16987, 16988]",112,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 2}","{'WO': 4, 'B': 2}","{'WS': 100.0, 'B': 50.0}","{'WO': 100.0, 'B': 50.0}"
98,"[16989, 16990, 16991]","[16992, 16993, 16994]",113,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 1}",{'WO': 3},"{'WS': 100.0, 'B': 33.33333333333333}","{'WO': 100.0, 'B': 0}"
99,"[16995, 16996, 16997, 16998, 16999]","[17000, 17001, 17002, 17003, 17004]",114,"{'WT': 4, 'B': 4}","{'WS': 5, 'B': 4}","{'WO': 5, 'B': 4}","{'WS': 100, 'B': 100.0}","{'WO': 100, 'B': 100.0}"
100,"[17005, 17006, 17007]","[17008, 17009, 17010]",115,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 1}","{'WO': 3, 'B': 3}","{'WS': 100.0, 'B': 33.33333333333333}","{'WO': 100.0, 'B': 100.0}"
WS=96.02,B=68.2,S=48.84,M=1.09,J=0.0,K=0.0,T=0.0,N=0.0,
WO=96.02,B=68.7,S=47.03,M=1.09,J=0.0,K=0.0,T=0.0,N=0.0,
