No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
35,"[18479, 18480]","[18481, 18482]",37,"{'WT': 4, 'K': 4}",{'WS': 2},{'WO': 2},"{'WS': 50.0, 'K': 0}","{'WO': 50.0, 'K': 0}"
36,"[18483, 18484, 18485]","[18486, 18487, 18488]",38,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
37,"[18489, 18490, 18491]","[18492, 18493, 18494]",39,"{'WT': 2, 'M': 2}",{'WS': 3},{'WO': 3},"{'WS': 100, 'M': 0}","{'WO': 100, 'M': 0}"
38,"[18495, 18496]","[18497, 18498]",40,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
39,"[18499, 18500]","[18501, 18502]",41,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
40,"[18503, 18504]","[18505, 18506]",42,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
41,"[18507, 18508, 18509]","[18510, 18511, 18512]",43,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
42,"[18513, 18514]","[18515, 18516]",44,"{'WT': 3, 'M': 3}",{'WS': 2},{'WO': 2},"{'WS': 66.66666666666666, 'M': 0}","{'WO': 66.66666666666666, 'M': 0}"
43,"[18517, 18518]","[18519, 18520]",45,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
44,"[18521, 18522]","[18523, 18524]",46,"{'WT': 3, 'M': 3}",{'WS': 2},{'WO': 2},"{'WS': 66.66666666666666, 'M': 0}","{'WO': 66.66666666666666, 'M': 0}"
45,"[18525, 18526]","[18527, 18528]",47,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
46,"[18529, 18530, 18531, 18532, 18533]","[18534, 18535, 18536, 18537, 18538]",48,"{'WT': 5, 'M': 5}",{'WS': 5},{'WO': 5},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
47,"[18539, 18540, 18541, 18542, 18543, 18544, 18545]","[18546, 18547, 18548, 18549, 18550, 18551, 18552]",49,"{'WT': 7, 'B': 7}","{'WS': 7, 'B': 7}","{'WO': 7, 'B': 5}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 71.42857142857143}"
48,"[18553, 18554, 18555, 18556, 18557]","[18558, 18559, 18560, 18561, 18562]",50,"{'WT': 5, 'B': 1, 'M': 4}","{'WS': 5, 'B': 3, 'M': 1}","{'WO': 5, 'B': 2, 'M': 1}","{'WS': 100.0, 'B': 100, 'M': 25.0}","{'WO': 100.0, 'B': 100, 'M': 25.0}"
49,"[18563, 18564, 18565, 18566, 18567]","[18568, 18569, 18570, 18571, 18572]",51,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 3}","{'WO': 5, 'B': 3}","{'WS': 100.0, 'B': 60.0}","{'WO': 100.0, 'B': 60.0}"
50,"[18573, 18574, 18575, 18576, 18577]","[18578, 18579, 18580, 18581, 18582]",52,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 2}","{'WO': 5, 'B': 3}","{'WS': 100.0, 'B': 40.0}","{'WO': 100.0, 'B': 60.0}"
51,"[18583, 18584, 18585, 18586]","[18587, 18588, 18589, 18590]",53,"{'WT': 4, 'S': 4}","{'WS': 4, 'S': 2}","{'WO': 4, 'S': 1}","{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 25.0}"
52,"[18591, 18592]","[18593, 18594]",54,"{'WT': 3, 'S': 3}","{'WS': 2, 'S': 2}",{'WO': 2},"{'WS': 66.66666666666666, 'S': 66.66666666666666}","{'WO': 66.66666666666666, 'S': 0}"
53,"[18595, 18596, 18597]","[18598, 18599, 18600]",55,"{'WT': 4, 'S': 4}",{'WS': 3},"{'WO': 3, 'S': 1}",{'WS': 75.0},"{'WO': 75.0, 'S': 25.0}"
54,"[18601, 18602, 18603]","[18604, 18605, 18606]",59,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 1}","{'WO': 3, 'S': 1}","{'WS': 100.0, 'S': 33.33333333333333}","{'WO': 100.0, 'S': 33.33333333333333}"
55,"[18607, 18608, 18609]","[18610, 18611, 18612]",62,"{'WT': 3, 'J': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
56,"[18613, 18614]","[18615, 18616]",63,"{'WT': 3, 'J': 3}",{'WS': 2},{'WO': 2},"{'WS': 66.66666666666666, 'J': 0}","{'WO': 66.66666666666666, 'J': 0}"
57,"[18617, 18618, 18619]","[18620, 18621, 18622]",66,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 1}",{'WO': 3},"{'WS': 100.0, 'S': 33.33333333333333}","{'WO': 100.0, 'S': 0}"
58,"[18623, 18624, 18625]","[18626, 18627, 18628]",67,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
59,"[18629, 18630, 18631]","[18632, 18633, 18634]",68,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 1}","{'WO': 3, 'S': 2}","{'WS': 100.0, 'S': 33.33333333333333}","{'WO': 100.0, 'S': 66.66666666666666}"
60,"[18635, 18636, 18637, 18638, 18639]","[18640, 18641, 18642, 18643, 18644]",69,"{'WT': 5, 'N': 5}",{'WS': 5},{'WO': 5},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
61,"[18645, 18646, 18647]","[18648, 18649, 18650]",70,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 2}","{'WO': 3, 'B': 1}","{'WS': 100.0, 'B': 66.66666666666666}","{'WO': 100.0, 'B': 33.33333333333333}"
62,"[18651, 18652, 18653, 18654]","[18655, 18656, 18657, 18658]",71,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 2}","{'WO': 4, 'B': 3}","{'WS': 100.0, 'B': 50.0}","{'WO': 100.0, 'B': 75.0}"
63,"[18659, 18660, 18661, 18662, 18663]","[18664, 18665, 18666, 18667, 18668]",72,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 3}","{'WO': 5, 'B': 5}","{'WS': 100.0, 'B': 60.0}","{'WO': 100.0, 'B': 100.0}"
64,"[18669, 18670, 18671, 18672, 18673]","[18674, 18675, 18676, 18677, 18678]",73,"{'WT': 5, 'S': 5}","{'WS': 5, 'S': 1}","{'WO': 5, 'S': 1}","{'WS': 100.0, 'S': 20.0}","{'WO': 100.0, 'S': 20.0}"
65,"[18679, 18680, 18681]","[18682, 18683, 18684]",74,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
66,"[18685, 18686, 18687]","[18688, 18689, 18690]",75,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
67,"[18691, 18692, 18693]","[18694, 18695, 18696]",76,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
68,"[18697, 18698, 18699]","[18700, 18701, 18702]",79,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
69,"[18703, 18704, 18705]","[18706, 18707, 18708]",80,"{'WT': 3, 'M': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
70,"[18709, 18710]","[18711, 18712]",81,"{'WT': 2, 'N': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
71,"[18713, 18714]","[18715, 18716]",82,"{'WT': 2, 'S': 2}",{'WS': 2},{'WO': 2},{'WS': 100.0},"{'WO': 100.0, 'S': 0}"
72,"[18717, 18718, 18719, 18720]","[18721, 18722, 18723, 18724]",83,"{'WT': 4, 'K': 4}",{'WS': 4},{'WO': 4},"{'WS': 100.0, 'K': 0}","{'WO': 100.0, 'K': 0}"
73,"[18725, 18726]","[18727, 18728]",85,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
74,"[18729, 18730]","[18731, 18732]",86,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
75,"[18733, 18734]","[18735, 18736]",87,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
76,"[18737, 18738]","[18739, 18740]",88,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
77,"[18741, 18742]","[18743, 18744]",89,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
78,"[18745, 18746]","[18747, 18748]",90,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
79,"[18749, 18750]","[18751, 18752]",91,"{'WT': 2, 'S': 1, 'M': 1}","{'WS': 2, 'S': 1}","{'WO': 2, 'S': 1}","{'WS': 100.0, 'S': 100.0, 'M': 0}","{'WO': 100.0, 'S': 100.0, 'M': 0}"
80,"[18753, 18754, 18755]","[18756, 18757, 18758]",92,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 2}","{'WO': 3, 'S': 1}","{'WS': 100.0, 'S': 66.66666666666666}","{'WO': 100.0, 'S': 33.33333333333333}"
81,"[18759, 18760]","[18761, 18762]",93,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
82,"[18763, 18764]","[18765, 18766]",94,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
83,"[18767, 18768]","[18769, 18770]",95,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
84,"[18771, 18772]","[18773, 18774]",96,"{'WT': 2, 'S': 2}",{'WS': 2},"{'WO': 2, 'S': 1}",{'WS': 100.0},"{'WO': 100.0, 'S': 50.0}"
85,"[18775, 18776]","[18777, 18778]",98,"{'WT': 2, 'J': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
86,"[18779, 18780, 18781]","[18782, 18783, 18784]",99,"{'WT': 3, 'J': 3}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'J': 0}","{'WO': 100.0, 'J': 0}"
87,"[18785, 18786, 18787, 18788, 18789, 18790]","[18791, 18792, 18793, 18794, 18795, 18796]",100,"{'WT': 6, 'B': 6}","{'WS': 6, 'B': 4}","{'WO': 6, 'B': 4}","{'WS': 100.0, 'B': 66.66666666666666}","{'WO': 100.0, 'B': 66.66666666666666}"
88,"[18797, 18798, 18799, 18800]","[18801, 18802, 18803, 18804]",101,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 4}","{'WO': 4, 'B': 3}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 75.0}"
89,"[18805, 18806, 18807]","[18808, 18809, 18810]",104,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 1}","{'WO': 3, 'S': 2}","{'WS': 100.0, 'S': 33.33333333333333}","{'WO': 100.0, 'S': 66.66666666666666}"
90,"[18811, 18812]","[18813, 18814]",105,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
91,"[18815, 18816]","[18817, 18818]",106,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 1}",{'WO': 2},"{'WS': 100.0, 'S': 50.0}","{'WO': 100.0, 'S': 0}"
92,"[18819, 18820]","[18821, 18822]",107,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 2}","{'WO': 2, 'S': 1}","{'WS': 100.0, 'S': 100.0}","{'WO': 100.0, 'S': 50.0}"
93,"[18823, 18824]","[18825, 18826]",108,"{'WT': 2, 'S': 2}",{'WS': 2},"{'WO': 2, 'S': 2}",{'WS': 100.0},"{'WO': 100.0, 'S': 100.0}"
94,"[18827, 18828, 18829, 18830, 18831, 18832]","[18833, 18834, 18835, 18836, 18837, 18838]",109,"{'WT': 5, 'B': 5}","{'WS': 6, 'B': 2}","{'WO': 6, 'B': 5}","{'WS': 100, 'B': 40.0}","{'WO': 100, 'B': 100.0}"
95,"[18839, 18840, 18841, 18842]","[18843, 18844, 18845, 18846]",110,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 1}","{'WO': 4, 'B': 2}","{'WS': 100.0, 'B': 25.0}","{'WO': 100.0, 'B': 50.0}"
96,"[18847, 18848, 18849]","[18850, 18851, 18852]",111,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 1}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 33.33333333333333}"
97,"[18853, 18854, 18855, 18856]","[18857, 18858, 18859, 18860]",112,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 3}","{'WO': 4, 'B': 3}","{'WS': 100.0, 'B': 75.0}","{'WO': 100.0, 'B': 75.0}"
98,"[18861, 18862, 18863]","[18864, 18865, 18866]",113,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 1}","{'WO': 3, 'B': 3}","{'WS': 100.0, 'B': 33.33333333333333}","{'WO': 100.0, 'B': 100.0}"
99,"[18867, 18868, 18869, 18870, 18871]","[18872, 18873, 18874, 18875, 18876]",114,"{'WT': 4, 'B': 4}","{'WS': 5, 'B': 3}","{'WO': 5, 'B': 4}","{'WS': 100, 'B': 75.0}","{'WO': 100, 'B': 100.0}"
100,"[18877, 18878, 18879]","[18880, 18881, 18882]",115,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 2}","{'WO': 3, 'B': 1}","{'WS': 100.0, 'B': 66.66666666666666}","{'WO': 100.0, 'B': 33.33333333333333}"
WS=96.02,B=69.58,S=53.56,M=1.09,J=0.0,K=0.0,T=0.0,N=0.0,
WO=96.02,B=70.62,S=44.95,M=1.09,J=0.0,K=0.0,T=0.0,N=0.0,
