No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi,,,,,
20,42,0.000893888,1.34E-07,4.29E-12,1.95E-11,1.19E-22,2.76E-15,1.33E-22,bahagia,,,,,
21,43,0.001243634,2.18E-07,2.37E-11,1.25E-10,2.37E-21,-4.60E-14,6.41E-21,bahagia,,,,,
22,44,0.000858115,9.23E-08,3.21E-11,7.99E-12,9.64E-23,7.13E-16,8.38E-23,sedih,,,,,
23,48,0.000756093,1.47E-09,2.75E-12,1.21E-12,-3.40E-25,-1.14E-17,2.18E-24,sedih,,,,,
24,49,0.000741747,2.86E-08,1.36E-11,1.14E-12,-4.26E-24,-8.13E-17,-1.39E-24,sedih,,,,,
25,50,0.000748515,3.86E-08,1.32E-11,5.90E-13,-6.24E-25,1.14E-16,-1.52E-24,sedih,,,,,
26,55,0.001618423,2.23E-08,2.58E-09,2.10E-10,1.54E-19,2.74E-14,1.09E-20,bahagia,,,,,
27,56,0.000741837,3.16E-09,6.57E-12,2.65E-13,1.12E-25,1.09E-17,-3.32E-25,sedih,,,,,
28,57,0.000882205,7.33E-09,3.25E-11,1.94E-12,1.54E-23,1.54E-16,-3.71E-25,bahagia,,,,,
29,58,0.000817207,5.13E-08,2.56E-11,2.36E-13,1.84E-25,5.19E-17,-5.49E-25,bahagia,,,,,
30,66,0.000725252,6.07E-11,8.76E-15,4.20E-13,-4.81E-27,-3.26E-18,-2.50E-26,sedih,,,,,
31,67,0.000690745,2.09E-09,5.37E-12,3.00E-13,-2.42E-25,1.35E-17,-2.95E-25,sedih,,,,,
32,68,0.00072299,8.24E-09,1.01E-11,2.62E-13,1.07E-25,2.09E-17,4.11E-25,bahagia,,,,,
33,69,0.000682165,6.00E-09,2.76E-12,2.08E-13,3.43E-26,-7.80E-18,-1.53E-25,sedih,,,,,
34,70,0.000726383,5.25E-10,4.34E-13,6.24E-14,1.84E-27,-5.16E-19,-1.01E-26,bahagia,,,,,
35,71,0.000929036,9.39E-10,2.48E-10,5.12E-13,5.54E-24,1.44E-17,-1.61E-24,sedih,,,,,
36,72,0.000706341,2.25E-08,1.56E-12,2.19E-13,-1.38E-26,-1.61E-17,-1.27E-25,sedih,,,,,
37,79,0.000715761,1.87E-09,1.95E-11,9.66E-14,-8.12E-26,4.11E-18,1.05E-25,sedih,,,,,
38,80,0.000708909,2.18E-09,3.57E-12,2.76E-13,-1.24E-25,-1.01E-17,2.45E-25,sedih,,,,,
39,81,0.000714858,7.64E-11,5.60E-13,1.94E-13,1.25E-26,7.49E-19,-6.26E-26,sedih,,,,,
40,82,0.000761672,4.83E-08,5.62E-12,6.61E-12,3.95E-24,1.26E-16,-4.01E-23,sedih,,,,,
41,83,0.000689908,7.35E-11,1.62E-12,2.76E-13,6.87E-26,-2.25E-18,-1.72E-25,sedih,,,,,
42,84,0.000841108,1.18E-08,2.66E-11,5.17E-13,-2.68E-25,5.59E-17,-1.90E-24,sedih,,,,,
43,89,0.000801449,5.00E-09,1.16E-11,1.49E-12,-6.15E-24,-9.65E-17,4.18E-25,bahagia,,,,,
44,90,0.000818109,8.39E-09,1.64E-11,5.41E-12,-2.59E-23,-3.32E-16,4.37E-23,sedih,,,,,
45,91,0.003241736,8.94E-07,1.58E-08,9.76E-09,1.16E-16,6.25E-12,-3.50E-17,natural,,,,,
46,92,0.000718757,3.93E-10,1.84E-12,1.02E-13,-2.69E-26,1.40E-18,-3.53E-26,sedih,,,,,
47,99,0.000968039,4.37E-08,1.71E-11,2.96E-11,3.11E-22,-3.28E-15,-5.90E-22,sedih,,,,,
48,100,0.000929398,1.36E-07,3.66E-11,6.24E-12,9.37E-23,-2.18E-15,9.72E-24,sedih,,,,,
49,101,0.001103597,1.55E-07,2.33E-10,5.50E-11,4.21E-21,-1.92E-14,-4.59E-21,sedih,,,,,
50,102,0.001085233,3.44E-08,4.10E-11,6.85E-11,3.61E-21,7.39E-15,4.02E-22,sedih,,,,,
51,103,0.000908322,5.81E-08,6.09E-11,5.34E-12,1.17E-23,-1.20E-15,-9.56E-23,sedih,,,,,
52,104,0.000938933,2.90E-07,5.66E-11,3.54E-12,3.86E-23,1.24E-15,3.17E-23,sedih,,,,,
53,110,0.000719362,4.26E-09,1.32E-11,5.96E-14,9.59E-30,3.50E-18,-5.29E-26,sedih,,,,,
54,111,0.000707803,1.18E-09,9.53E-13,6.28E-13,-2.81E-25,-1.66E-17,-3.96E-25,sedih,,,,,
55,112,0.000761583,1.57E-09,2.62E-11,2.29E-12,9.44E-24,-7.53E-17,-1.50E-23,sedih,,,,,
56,113,0.000702246,8.50E-09,1.36E-11,1.55E-14,-6.98E-27,-1.30E-18,1.41E-27,sedih,,,,,
57,114,0.000741358,2.02E-09,1.33E-11,2.60E-14,-2.68E-28,-5.90E-19,-1.52E-26,sedih,,,,,
58,121,0.004982073,4.29E-06,4.96E-09,2.97E-09,9.67E-18,4.93E-12,-6.01E-18,natural,,,,,
59,122,0.000740647,6.76E-10,1.39E-12,5.43E-13,-3.27E-25,1.41E-17,3.40E-25,sedih,,,,,
60,123,0.00165257,1.00E-06,9.02E-11,7.02E-12,1.45E-22,-4.26E-15,1.01E-22,sedih,,,,,
61,124,0.000810888,9.58E-09,6.49E-12,2.14E-12,-2.78E-24,-1.07E-16,7.50E-24,bahagia,,,,,
62,125,0.000878684,1.02E-08,5.31E-12,5.83E-13,-4.60E-25,-3.79E-17,-9.17E-25,sedih,,,,,
63,126,0.000678542,4.20E-13,8.11E-13,1.66E-15,-2.61E-29,3.45E-22,5.48E-29,sedih,,,,,
64,131,0.000839199,3.21E-08,5.40E-11,3.99E-12,-4.14E-23,6.58E-16,4.15E-23,sedih,,,,,
65,132,0.001131215,1.96E-08,2.60E-10,4.31E-11,-2.64E-21,4.76E-15,-3.73E-21,sedih,,,,,
66,133,0.000989579,3.99E-08,1.36E-11,3.06E-11,-6.17E-22,5.92E-15,1.03E-22,sedih,,,,,
67,134,0.001234916,3.36E-08,6.27E-10,2.86E-11,-3.60E-21,2.96E-15,-1.27E-21,bahagia,,,,,
68,137,0.000901877,8.82E-10,3.23E-11,6.08E-13,2.60E-24,-1.55E-17,6.94E-25,sedih,,,,,
69,138,0.000977641,1.90E-07,2.40E-11,1.52E-12,-7.58E-24,-6.39E-16,-5.16E-24,sedih,,,,,
70,141,0.000984044,1.69E-08,2.12E-11,2.60E-11,3.88E-23,-9.86E-16,6.11E-22,sedih,,,,,
71,142,0.000811328,4.84E-09,9.11E-12,5.15E-13,-1.11E-24,-2.13E-17,-8.60E-26,sedih,,,,,
72,146,0.000867168,8.25E-08,6.67E-11,5.17E-12,-9.38E-23,1.48E-15,2.00E-23,sedih,,,,,
73,147,0.00075515,2.17E-09,4.66E-12,3.35E-14,1.20E-26,3.75E-19,-5.56E-27,sedih,,,,,
74,148,0.00070659,6.10E-10,1.08E-12,2.97E-13,-1.13E-25,-5.15E-18,1.24E-25,sedih,,,,,
75,152,0.001276875,8.67E-07,4.40E-11,1.61E-11,2.61E-22,6.90E-15,-3.39E-22,sedih,,,,,
76,153,0.000990088,7.64E-08,2.51E-11,1.13E-11,-1.57E-22,2.82E-15,1.07E-22,sedih,,,,,
77,154,0.001242871,5.25E-07,2.79E-10,6.89E-11,-1.36E-21,-2.98E-14,-9.45E-21,sedih,,,,,
78,158,0.001228389,1.17E-07,1.81E-10,2.69E-11,-2.38E-22,9.11E-15,-1.86E-21,sedih,,,,,
79,159,0.001626653,5.18E-07,3.04E-10,1.09E-10,-1.51E-20,-7.87E-14,1.30E-20,takut,,,,,
80,160,0.000972589,2.42E-07,2.85E-12,1.26E-12,-1.06E-24,4.70E-16,2.15E-24,sedih,,,,,
81,164,0.002400922,1.88E-07,6.08E-10,6.33E-10,3.75E-19,2.74E-13,-1.13E-19,natural,,,,,
82,165,0.001244921,9.82E-08,3.57E-12,2.58E-11,-7.23E-23,-7.51E-15,-2.36E-22,sedih,,,,,
83,166,0.000840496,1.21E-08,1.74E-11,6.33E-12,-6.08E-23,2.88E-16,2.66E-23,sedih,,,,,
84,169,0.000774574,3.98E-08,4.08E-11,3.88E-13,-1.15E-24,-6.52E-17,-1.03E-24,sedih,,,,,
85,170,0.001231366,2.38E-09,8.49E-12,3.06E-12,-1.49E-23,-1.46E-16,-4.63E-24,sedih,,,,,
86,173,0.001118109,6.56E-08,3.65E-10,1.56E-11,-7.73E-22,2.27E-15,8.90E-22,sedih,,,,,
87,174,0.000838874,3.16E-08,1.35E-11,1.62E-11,-2.28E-22,-2.78E-15,6.90E-23,bahagia,,,,,
88,179,0.000826657,9.76E-09,3.48E-12,9.82E-14,-2.44E-27,3.16E-18,-5.74E-26,sedih,,,,,
89,180,0.000812883,8.94E-10,1.18E-10,4.60E-12,-1.03E-22,-1.28E-16,2.95E-23,sedih,,,,,
90,181,0.000726963,3.78E-09,2.34E-11,7.91E-14,1.07E-25,-1.83E-18,-1.50E-26,sedih,,,,,
91,182,0.000826737,1.53E-08,3.30E-12,1.85E-12,-2.85E-24,-2.08E-16,3.58E-24,sedih,,,,,
92,186,0.001052817,4.48E-08,5.77E-11,6.13E-12,1.09E-22,5.86E-16,3.76E-23,sedih,,,,,
93,187,0.001120335,2.24E-09,4.83E-12,4.45E-13,-6.40E-25,-2.09E-17,-1.20E-25,bahagia,,,,,
94,188,0.000887533,3.03E-09,2.30E-11,1.24E-11,-1.82E-22,-6.63E-16,1.03E-22,bahagia,,,,,
95,192,0.000769887,5.25E-08,1.50E-11,1.40E-13,1.89E-25,-2.64E-17,-7.13E-26,sedih,,,,,
96,193,0.000796309,7.79E-08,4.31E-13,1.08E-12,6.81E-25,2.87E-16,2.94E-25,sedih,,,,,
97,194,0.000773071,2.71E-08,1.27E-11,1.29E-12,1.13E-25,-1.69E-16,5.22E-24,sedih,,,,,
98,199,0.00079197,1.70E-07,1.19E-12,1.76E-12,1.74E-24,6.90E-16,1.87E-24,sedih,,,,,
99,200,0.00071199,1.99E-09,1.40E-11,1.04E-13,-1.26E-25,-8.21E-19,3.37E-27,sedih,,,,,
100,201,0.000792226,1.15E-07,1.40E-12,1.27E-13,3.80E-26,3.09E-18,3.79E-26,sedih,,,,,
101,202,0.000810941,6.83E-09,1.43E-11,4.35E-13,9.83E-25,-1.13E-17,-4.57E-25,sedih,,,,,
102,206,0.00071754,1.79E-09,4.25E-12,5.40E-14,-1.25E-26,1.55E-18,2.26E-26,sedih,,,,,
103,207,0.000716403,1.97E-08,7.17E-12,1.75E-13,1.41E-25,1.58E-17,-1.37E-25,sedih,,,,,
104,208,0.000749614,9.87E-10,4.94E-11,4.38E-13,6.47E-25,1.34E-17,-1.93E-24,sedih,,,,,
105,211,0.000938159,2.71E-08,3.29E-11,4.06E-12,-7.30E-24,-5.91E-16,-4.63E-23,bahagia,,,,,
106,212,0.000709393,1.47E-09,4.47E-12,3.30E-14,-1.24E-26,-8.23E-19,-2.76E-27,sedih,,,,,
107,215,0.000779507,8.77E-09,1.86E-11,2.68E-12,-1.86E-23,1.39E-17,-3.66E-24,sedih,,,,,
108,216,0.00099127,2.31E-09,9.39E-11,1.79E-11,4.11E-22,-3.04E-16,6.08E-22,sedih,,,,,
109,219,0.000968683,1.66E-09,3.97E-11,7.19E-12,9.74E-23,4.79E-17,-7.23E-23,sedih,,,,,
110,220,0.001827787,2.12E-08,1.21E-10,2.48E-10,4.08E-20,3.15E-14,1.30E-20,sedih,,,,,
111,223,0.000811813,9.48E-08,5.68E-11,7.17E-13,1.07E-24,9.77E-17,4.45E-24,sedih,,,,,
112,224,0.000872544,1.10E-07,1.96E-11,1.52E-12,-7.22E-24,-3.93E-16,-4.13E-24,sedih,,,,,
113,228,0.000826629,1.06E-07,2.71E-11,1.56E-11,3.06E-22,2.11E-15,-9.46E-23,sedih,,,,,
114,229,0.000728794,1.09E-07,1.13E-12,3.95E-13,2.61E-25,1.08E-16,-4.12E-26,sedih,,,,,
115,230,0.000678568,2.78E-10,1.23E-13,2.47E-15,-3.55E-29,-6.67E-21,-2.44E-29,sedih,,,,,
116,234,0.000779061,1.85E-09,2.94E-11,3.00E-13,7.97E-25,7.88E-18,4.01E-25,sedih,,,,,
117,235,0.000685233,4.41E-11,1.64E-12,5.20E-15,4.41E-28,1.41E-20,1.92E-28,sedih,,,,,
118,236,0.000699062,3.58E-11,3.19E-14,2.31E-15,1.83E-29,-3.46E-21,7.64E-30,sedih,,,,,
119,239,0.00091288,8.80E-09,2.25E-11,1.99E-11,-4.01E-22,-1.77E-15,-1.29E-22,sedih,,,,,
120,240,0.000954775,2.21E-08,1.16E-10,2.33E-11,-1.11E-21,-2.95E-15,4.84E-22,sedih,,,,,
121,243,0.000902406,5.03E-09,4.17E-12,7.80E-12,-4.37E-23,-4.91E-16,-8.62E-24,sedih,,,,,
122,244,0.000836087,1.73E-08,6.18E-13,1.42E-12,-9.45E-25,8.93E-17,9.28E-25,sedih,,,,,
123,247,0.000953865,9.95E-09,1.38E-11,1.66E-12,6.30E-24,1.90E-17,-4.84E-24,sedih,,,,,
124,248,0.001145535,5.18E-08,4.62E-10,2.54E-11,-2.21E-21,-3.92E-15,-1.65E-21,sedih,,,,,
125,252,0.000854268,3.10E-09,6.22E-12,2.91E-13,2.54E-25,2.07E-18,-2.97E-25,sedih,,,,,
126,253,0.000836076,4.51E-09,8.58E-12,1.69E-12,-2.50E-24,1.21E-17,-5.91E-24,sedih,,,,,
127,254,0.000990352,4.24E-08,4.09E-11,2.08E-11,-5.80E-22,-4.16E-15,1.77E-22,bahagia,,,,,
128,257,0.00124778,6.13E-08,1.19E-10,3.12E-11,7.88E-22,-6.83E-15,-1.73E-21,sedih,,,,,
129,258,0.000969166,2.77E-08,1.20E-11,9.18E-12,-8.82E-23,-1.23E-15,3.91E-23,sedih,,,,,
130,261,0.000854894,9.90E-09,2.78E-12,1.74E-12,-3.52E-24,-1.63E-16,1.50E-24,sedih,,,,,
131,262,0.000972408,1.64E-07,6.02E-11,3.29E-11,1.34E-21,1.19E-14,-5.78E-22,bahagia,,,,,
132,265,0.00085493,3.40E-08,5.19E-11,2.00E-11,2.26E-22,-3.39E-15,-6.05E-22,sedih,,,,,
133,266,0.000759663,1.32E-08,1.00E-11,4.44E-12,2.21E-23,1.40E-16,-1.98E-23,sedih,,,,,
134,269,0.000848775,1.05E-07,5.46E-11,2.27E-12,-2.44E-23,7.33E-16,-6.90E-24,sedih,,,,,
135,270,0.000803307,8.04E-08,1.35E-11,1.70E-13,-2.16E-25,4.50E-17,1.39E-25,sedih,,,,,
136,276,0.00071214,8.07E-09,1.16E-11,1.42E-12,8.29E-26,-8.70E-17,-5.75E-24,sedih,,,,,
137,277,0.000681443,9.01E-09,4.65E-11,1.27E-13,1.76E-25,-9.47E-18,2.53E-25,bahagia,,,,,
138,278,0.000691134,7.26E-11,1.16E-12,8.52E-14,2.49E-26,-6.97E-19,9.81E-27,sedih,,,,,
139,279,0.0007206,3.02E-08,8.90E-12,1.18E-13,-1.13E-25,-1.39E-17,-4.48E-26,sedih,,,,,
140,280,0.00070648,1.85E-09,1.30E-12,2.34E-13,3.43E-26,-4.44E-18,-1.24E-25,sedih,,,,,
141,288,0.000718406,4.69E-08,2.21E-12,5.78E-13,-2.60E-25,-8.82E-17,6.00E-25,sedih,,,,,
142,289,0.000801254,7.85E-08,6.29E-12,1.11E-12,1.11E-24,-2.24E-16,2.72E-24,sedih,,,,,
143,290,0.000736731,1.11E-08,2.43E-12,1.60E-12,-2.05E-24,2.88E-18,-2.39E-24,sedih,,,,,
144,291,0.000713713,2.53E-09,7.90E-13,1.22E-13,-9.51E-27,-5.57E-18,3.67E-26,sedih,,,,,
145,292,0.00079413,5.65E-09,1.61E-11,2.68E-12,-7.35E-24,-1.99E-16,-1.60E-23,sedih,,,,,
146,293,0.000747503,1.59E-11,1.35E-11,4.40E-13,-5.77E-25,6.04E-19,9.07E-25,sedih,,,,,
147,294,0.00077944,4.28E-08,1.02E-11,5.60E-13,-5.61E-25,-6.19E-17,1.22E-24,sedih,,,,,
148,300,0.000747453,3.57E-08,5.73E-11,1.12E-12,6.91E-24,2.08E-16,5.69E-24,sedih,,,,,
149,301,0.000786953,4.07E-09,5.55E-12,5.29E-12,2.36E-23,-1.18E-16,-1.63E-23,sedih,,,,,
150,302,0.003162599,1.21E-07,4.42E-09,4.81E-09,2.08E-17,-1.24E-12,-7.63E-18,natural,,,,,
151,303,0.000800293,2.18E-08,4.09E-11,1.67E-12,-1.31E-23,-2.13E-16,-4.38E-24,sedih,,,,,
152,304,0.000777231,1.67E-08,1.12E-11,1.91E-12,3.34E-24,4.04E-18,8.15E-24,sedih,,,,,
153,310,0.000932489,2.79E-07,3.18E-12,4.16E-13,-4.39E-25,-2.17E-16,1.89E-25,sedih,,,,,
154,311,0.000845951,5.93E-08,7.36E-12,5.37E-12,3.15E-23,1.31E-15,-1.22E-23,sedih,,,,,
155,312,0.00094457,9.38E-08,2.09E-11,7.34E-12,-8.76E-23,-1.69E-15,2.43E-23,bahagia,,,,,
156,313,0.000786567,1.93E-08,3.42E-12,6.82E-12,1.00E-23,1.23E-16,-3.14E-23,sedih,,,,,
157,314,0.000980062,3.58E-07,1.11E-11,1.27E-12,1.73E-24,6.99E-16,-4.43E-24,sedih,,,,,
158,320,0.000810138,2.13E-08,3.16E-11,1.48E-12,7.16E-24,1.70E-16,-7.20E-24,sedih,,,,,
159,321,0.001161549,2.39E-09,4.63E-11,7.18E-11,-6.52E-22,2.76E-15,4.09E-21,sedih,,,,,
160,322,0.000952396,6.34E-08,1.54E-10,1.26E-11,4.09E-22,2.83E-16,-3.74E-22,sedih,,,,,
161,323,0.000767116,1.28E-10,7.34E-13,3.61E-13,1.83E-25,3.96E-18,3.04E-26,sedih,,,,,
162,324,0.00083596,2.06E-08,1.98E-12,4.45E-12,1.21E-23,6.36E-16,5.29E-24,sedih,,,,,
163,329,0.000787217,1.92E-08,1.85E-11,1.43E-11,-1.36E-22,7.15E-16,-1.89E-22,bahagia,,,,,
164,330,0.000698892,2.59E-09,6.05E-13,1.88E-13,-5.13E-26,-6.54E-18,-3.74E-26,sedih,,,,,
165,331,0.000677502,1.09E-09,1.44E-12,3.00E-14,1.23E-27,7.50E-19,-6.10E-27,sedih,,,,,
166,332,0.000703386,2.70E-10,2.25E-12,2.17E-13,-7.34E-26,-2.27E-18,-1.32E-25,bahagia,,,,,
167,335,0.001226573,2.62E-08,8.17E-11,6.72E-11,4.85E-21,1.09E-14,-1.12E-21,bahagia,,,,,
168,336,0.001186879,2.07E-08,5.07E-10,2.74E-11,1.71E-21,-1.61E-16,-2.73E-21,sedih,,,,,
169,340,0.00072164,6.43E-08,6.46E-12,9.65E-13,4.10E-25,-2.21E-16,2.37E-24,sedih,,,,,
170,341,0.000671693,3.83E-10,5.60E-13,7.93E-14,5.07E-27,-1.15E-18,-1.59E-26,sedih,,,,,
171,342,0.000665076,8.11E-10,1.16E-12,3.23E-14,-3.21E-27,-8.68E-19,-5.36E-27,sedih,,,,,
172,346,0.000717616,2.58E-08,8.60E-13,1.27E-13,3.32E-26,4.14E-18,2.56E-26,bahagia,,,,,
173,347,0.000999704,2.62E-07,1.36E-10,1.29E-11,-4.95E-22,-3.56E-15,2.24E-22,sedih,,,,,
174,348,0.000948883,9.91E-09,3.96E-11,6.08E-12,8.04E-23,5.34E-17,4.96E-23,sedih,,,,,
175,352,0.000732547,8.41E-11,8.29E-13,2.09E-13,3.57E-26,1.38E-18,-7.97E-26,sedih,,,,,
176,353,0.00077133,3.74E-09,5.17E-13,1.16E-12,-9.03E-25,-1.41E-17,4.02E-26,sedih,,,,,
177,354,0.000666107,4.38E-09,6.65E-12,2.75E-14,-1.06E-26,6.88E-19,5.15E-27,sedih,,,,,
178,357,0.000797908,2.66E-09,4.60E-12,7.90E-14,1.05E-26,-3.25E-18,4.64E-26,sedih,,,,,
179,358,0.000863481,3.19E-08,4.89E-11,4.66E-12,-5.30E-23,-7.53E-16,-4.63E-23,sedih,,,,,
180,362,0.000914444,1.48E-07,2.79E-11,8.97E-12,1.42E-22,2.91E-16,-7.48E-24,sedih,,,,,
181,363,0.002263375,7.63E-08,3.26E-09,2.84E-10,1.02E-19,-3.01E-14,2.54E-19,natural,,,,,
182,364,0.000730104,5.21E-09,1.58E-11,1.92E-13,3.08E-25,-5.35E-19,1.32E-25,sedih,,,,,
183,368,0.000717724,1.08E-08,2.36E-11,5.06E-13,1.51E-24,5.12E-17,8.82E-25,sedih,,,,,
184,369,0.00070548,7.65E-10,5.27E-13,1.62E-13,9.45E-27,-2.22E-18,-4.66E-26,sedih,,,,,
185,370,0.000866574,5.95E-08,2.87E-11,7.50E-12,3.72E-24,1.82E-15,-1.10E-22,sedih,,,,,
186,374,0.000816324,1.13E-08,7.75E-12,2.74E-12,-8.65E-24,-2.61E-16,9.19E-24,sedih,,,,,
187,375,0.000906076,1.39E-08,2.55E-11,6.48E-12,-5.22E-23,7.28E-16,-6.49E-23,bahagia,,,,,
188,376,0.000750706,9.94E-10,4.93E-12,1.07E-12,2.17E-24,3.18E-17,-1.18E-24,sedih,,,,,
189,382,0.000704965,1.16E-08,3.26E-11,5.09E-13,1.59E-24,4.93E-17,1.32E-24,bahagia,,,,,
190,383,0.000817145,7.99E-11,1.58E-11,1.74E-13,2.18E-25,-1.34E-18,1.87E-25,sedih,,,,,
191,384,0.000752745,4.48E-10,3.84E-13,3.16E-13,-5.59E-26,1.84E-18,-9.49E-26,sedih,,,,,
192,385,0.0034763,1.25E-06,3.18E-08,1.13E-08,1.70E-16,4.62E-12,-1.29E-16,natural,,,,,
193,386,0.000827557,5.28E-09,1.82E-11,5.90E-13,-1.54E-24,3.51E-18,1.17E-24,sedih,,,,,
194,390,0.00094297,2.42E-09,4.05E-12,1.07E-12,-1.53E-24,-4.95E-17,-1.60E-24,sedih,,,,,
195,391,0.001412588,3.62E-08,1.14E-09,3.12E-10,-1.49E-19,5.14E-14,1.12E-19,sedih,,,,,
196,392,0.001009061,1.27E-08,1.90E-11,2.99E-12,-2.09E-23,2.52E-16,-8.46E-24,sedih,,,,,
197,397,0.000676642,6.94E-09,9.81E-12,1.06E-15,1.04E-28,6.20E-20,3.31E-29,sedih,,,,,
198,398,0.0006818,1.23E-09,4.15E-12,1.07E-13,-1.84E-26,1.69E-18,-6.93E-26,bahagia,,,,,
199,399,0.000841937,9.56E-09,2.14E-11,1.55E-12,8.45E-24,6.46E-18,-2.83E-24,sedih,,,,,
200,400,0.000673748,1.53E-10,4.87E-13,3.11E-14,4.97E-28,-2.54E-19,-3.80E-27,sedih,,,,,
201,406,0.000698753,5.49E-09,9.27E-12,2.07E-13,-1.25E-25,1.53E-17,-2.58E-25,sedih,,,,,
202,407,0.000790449,7.88E-08,9.33E-11,4.14E-11,2.45E-21,1.15E-14,-8.11E-22,sedih,,,,,
203,408,0.000713683,3.33E-09,1.11E-11,5.22E-14,2.46E-26,-1.84E-18,3.12E-26,sedih,,,,,
204,409,0.000666092,6.84E-11,3.49E-14,5.57E-16,-3.07E-31,4.18E-21,-2.44E-30,sedih,,,,,
205,410,0.000703379,2.35E-09,9.41E-12,2.58E-13,3.17E-25,8.62E-18,-2.48E-25,sedih,,,,,
206,416,0.000690916,1.64E-10,3.62E-13,7.37E-14,8.94E-27,-9.25E-19,8.07E-27,bahagia,,,,,
207,417,0.000688049,1.64E-08,9.28E-13,3.10E-14,-2.64E-28,3.28E-18,-5.25E-27,sedih,,,,,
208,418,0.000718586,3.72E-09,1.16E-11,2.42E-13,-2.50E-25,1.46E-17,-3.18E-25,sedih,,,,,
209,419,0.000804115,7.02E-09,9.14E-12,1.37E-14,-2.68E-27,-4.24E-19,-4.05E-27,sedih,,,,,
210,420,0.000825848,6.96E-08,7.53E-11,3.78E-11,7.87E-22,9.88E-15,-1.86E-21,sedih,,,,,
211,424,0.000748531,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,3.78E-26,sedih,,,,,
212,425,0.00068005,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,1.16E-27,sedih,,,,,
213,426,0.000742869,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-3.02E-25,sedih,,,,,
214,430,0.00099614,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,7.23E-23,sedih,,,,,
215,431,0.000950335,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,1.40E-22,sedih,,,,,
216,432,0.001085125,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,1.39E-22,sedih,,,,,
217,436,0.000824139,5.59E-09,4.85E-11,4.19E-12,-4.25E-23,-1.59E-16,-4.18E-23,sedih,,,,,
218,437,0.001107898,7.97E-08,8.13E-11,1.97E-12,1.78E-24,2.85E-16,-2.49E-23,sedih,,,,,
