No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi
37,79,0.000708909069717338,2.18046416450306E-09,3.56922487115509E-12,2.76221413540340E-13,-1.23515334569277E-25,-1.00619826465004E-17,2.44879861383350E-25,sedih
38,80,0.000715761119550247,1.87419706219497E-09,1.95013320838842E-11,9.65723986803543E-14,-8.11904675069515E-26,4.11449442987452E-18,1.04747812174122E-25,sedih
39,81,0.000714857574558074,7.64308180441928E-11,5.60117047393847E-13,1.93853656539811E-13,1.24708906042029E-26,7.48738527099763E-19,-6.26486911809455E-26,sedih
40,82,0.000689907765019826,7.35296486804255E-11,1.62289700650769E-12,2.76133713297843E-13,6.86592351862796E-26,-2.24987801976254E-18,-1.71628220720254E-25,bahagia
41,83,0.000761671677182661,4.82537053044708E-08,5.62433458479332E-12,6.60644659495945E-12,3.95054635598497E-24,1.25715121052063E-16,-4.00762982203017E-23,sedih
42,84,0.000841107707145257,1.18075271669843E-08,2.65964641712493E-11,5.17280240208303E-13,-2.67693965686816E-25,5.58585090165176E-17,-1.89990604783980E-24,bahagia
43,89,0.000801448639290918,4.99929366623525E-09,1.16096737986815E-11,1.48522823716555E-12,-6.15320184643327E-24,-9.64540895305880E-17,4.17761758185325E-25,sedih
44,90,0.000818108521360983,8.39212681521547E-09,1.63621590213177E-11,5.40588782861644E-12,-2.59256026850833E-23,-3.31742209916618E-16,4.37350081519017E-23,sedih
45,91,0.003241735682983120,8.93706380506440E-07,1.58118831009738E-08,9.75833727761942E-09,1.16053100258589E-16,6.24675044352574E-12,-3.49956837478209E-17,marah
46,92,0.000718757051875926,3.93439353612431E-10,1.83872441903672E-12,1.02341374046868E-13,-2.69392146527010E-26,1.40401562340569E-18,-3.52874618943866E-26,sedih
47,99,0.000968039392225496,4.37358090930144E-08,1.71096824187111E-11,2.96091560132674E-11,3.10556721631625E-22,-3.28301284008663E-15,-5.89656400928026E-22,sedih
48,100,0.000929398079237844,1.36008209350758E-07,3.66201520922827E-11,6.23580454260748E-12,9.37295387672836E-23,-2.18115195205613E-15,9.71904895605200E-24,sedih
49,101,0.001103597339713350,1.55432327324942E-07,2.32604390602325E-10,5.50105436613995E-11,4.20608996087483E-21,-1.92446975514997E-14,-4.58591576999035E-21,sedih
50,102,0.001085232619652340,3.44290342445187E-08,4.09526269153556E-11,6.85396900313288E-11,3.60893938960005E-21,7.39460923273477E-15,4.01755842039256E-22,sedih
51,103,0.000908321930313312,5.80583186248701E-08,6.09000492909266E-11,5.33961455873598E-12,1.16504848043999E-23,-1.20249014253959E-15,-9.55809081066150E-23,sedih
52,104,0.000938932832385838,2.89777728499974E-07,5.65569290950120E-11,3.53505333832257E-12,3.86245084193143E-23,1.24205558075202E-15,3.17271967675184E-23,bahagia
53,110,0.000719361863413895,4.26007347475207E-09,1.32003276540127E-11,5.96059967302026E-14,9.59037108535637E-30,3.50469397814914E-18,-5.28721876748675E-26,sedih
54,111,0.000707803202125631,1.17934014827228E-09,9.52728335710911E-13,6.27649616289546E-13,-2.81087872762506E-25,-1.66022135587748E-17,-3.95676759025690E-25,sedih
55,112,0.000761582884333673,1.57416716206026E-09,2.61510783490002E-11,2.29327185975123E-12,9.43542795391451E-24,-7.52577303710610E-17,-1.50455552629501E-23,sedih
56,113,0.000702246470949135,8.49741340464230E-09,1.35837612868893E-11,1.55085653657136E-14,-6.97656313864982E-27,-1.29701202945444E-18,1.41269294697377E-27,sedih
57,114,0.000741358357888806,2.01699239428288E-09,1.32558638830155E-11,2.59599315006949E-14,-2.68455258481327E-28,-5.89565952716429E-19,-1.52262108679217E-26,sedih
58,121,0.004982073153514580,4.28629817351190E-06,4.95897145351634E-09,2.96734213132629E-09,9.66584910039846E-18,4.93476054429290E-12,-6.01152086918380E-18,marah
59,122,0.000740647211872723,6.76089015883114E-10,1.39293448726637E-12,5.42587697569260E-13,-3.27156488364785E-25,1.41081527760674E-17,3.39814674915443E-25,sedih
60,123,0.001652569695331870,1.00171606642719E-06,9.01598703897363E-11,7.02086033757233E-12,1.45170595357369E-22,-4.25718246436604E-15,1.00636131736361E-22,bahagia
61,124,0.000810888225862307,9.57976824565438E-09,6.49385160084985E-12,2.14336006196730E-12,-2.77678962324331E-24,-1.07407463641221E-16,7.49877769976735E-24,sedih
62,125,0.000878684167996248,1.01737052750320E-08,5.30655810332768E-12,5.83099102398983E-13,-4.60427824510527E-25,-3.78767728521185E-17,-9.16550647204325E-25,sedih
63,126,0.000678541571198865,4.20190861171555E-13,8.11006373383793E-13,1.65709712995761E-15,-2.61147099843372E-29,3.45414002156620E-22,5.48486742255981E-29,sedih
64,131,0.000839199058545921,3.20652333209399E-08,5.39783381132713E-11,3.99449867379188E-12,-4.14275507471231E-23,6.57624709660243E-16,4.15227354051929E-23,bahagia
65,132,0.001131215244105420,1.96305719602814E-08,2.60374924103162E-10,4.31236430792010E-11,-2.64317397225501E-21,4.75987729307031E-15,-3.72751285494506E-21,sedih
66,133,0.000989579414915280,3.98660034491997E-08,1.35946063833129E-11,3.06434909793217E-11,-6.16913886797253E-22,5.91924452191537E-15,1.02963597730939E-22,bahagia
67,134,0.001234916232730600,3.36321670664171E-08,6.27245411203959E-10,2.85565614219828E-11,-3.60386148896326E-21,2.95948380748080E-15,-1.27239429302784E-21,sedih
68,137,0.000901876529458328,8.82497941027608E-10,3.23106990737944E-11,6.07700017511520E-13,2.60179983267362E-24,-1.54769758737876E-17,6.94195969682093E-25,bahagia
69,138,0.000977640757133285,1.89830518863523E-07,2.40498406735034E-11,1.51757579971720E-12,-7.57552516662081E-24,-6.38570179690546E-16,-5.16395054277982E-24,sedih
70,141,0.000984043829893363,1.68937741904636E-08,2.12407430622068E-11,2.60387502798057E-11,3.87527987647871E-23,-9.85900884802408E-16,6.11144193724588E-22,sedih
71,142,0.000811328393492926,4.83917986655297E-09,9.10949694434397E-12,5.15012093190172E-13,-1.11218816663782E-24,-2.13172157571215E-17,-8.60191626066833E-26,sedih
72,146,0.000867167612284919,8.24971875361796E-08,6.67349842499531E-11,5.16676613283708E-12,-9.38240716602249E-23,1.48085423768539E-15,2.00437198747812E-23,sedih
73,147,0.000755150343708991,2.16941911159069E-09,4.65764310281981E-12,3.34572226146015E-14,1.19784653147921E-26,3.74974323089483E-19,-5.56347613098879E-27,sedih
74,148,0.000706590282388283,6.09560811393528E-10,1.08262746999778E-12,2.96643582583188E-13,-1.13485465291594E-25,-5.14803213246660E-18,1.24023442324659E-25,sedih
75,152,0.001276875241947690,8.66545342008134E-07,4.40292204933698E-11,1.60851995750704E-11,2.60907168722555E-22,6.90337757722592E-15,-3.39363346333338E-22,sedih
76,153,0.000990088391569478,7.63632411084787E-08,2.51000294940652E-11,1.12823082737174E-11,-1.56589011405244E-22,2.82057764236328E-15,1.07362925607480E-22,sedih
77,154,0.001242870730543290,5.24819620302330E-07,2.79307515443080E-10,6.88691124752489E-11,-1.36086463277158E-21,-2.98472865998043E-14,-9.45420085763282E-21,sedih
78,158,0.001228389109222930,1.17325921646495E-07,1.80951648168523E-10,2.69114705249849E-11,-2.37952314622102E-22,9.10831366597053E-15,-1.86282848653057E-21,sedih
79,159,0.001626652529647090,5.18115786189991E-07,3.03718968374698E-10,1.09336988711192E-10,-1.50820819742660E-20,-7.86975628282796E-14,1.30197934510161E-20,bahagia
80,160,0.000968131178459942,2.07481868789092E-07,3.21575347238426E-12,9.49444120418340E-13,-1.31543795441190E-24,4.24770652875145E-16,1.01088703747464E-24,sedih
81,164,0.002400922495619440,1.87529340306279E-07,6.08078281055521E-10,6.32503255812630E-10,3.75488709814622E-19,2.73729364802040E-13,-1.13472658763899E-19,marah
82,165,0.001244920762824640,9.81527027412330E-08,3.56859717107000E-12,2.57814382822379E-11,-7.22560455447898E-23,-7.50826699774812E-15,-2.36499959396281E-22,sedih
83,166,0.000840496467146719,1.20774186772266E-08,1.73773854891735E-11,6.32727485372509E-12,-6.07988171534506E-23,2.88481270749548E-16,2.65583642412140E-23,sedih
84,169,0.000774574035661611,3.97674658791611E-08,4.07773131155320E-11,3.87645338154255E-13,-1.14969800780130E-24,-6.52039769639033E-17,-1.02640901145976E-24,sedih
85,170,0.001231365846351050,2.38246794076945E-09,8.49133556960535E-12,3.06320086537318E-12,-1.49219217930153E-23,-1.46145159025714E-16,-4.62596191669692E-24,bahagia
86,173,0.001118108762520350,6.56412840622393E-08,3.65130186028175E-10,1.56136795607582E-11,-7.73228804038340E-22,2.26855379157304E-15,8.89917476038915E-22,sedih
87,174,0.000838874105951886,3.16083429924435E-08,1.34569245122475E-11,1.61578793531707E-11,-2.28048846907284E-22,-2.78449064924629E-15,6.90007956159014E-23,sedih
88,179,0.000826656511981230,9.75613234581196E-09,3.48393039163059E-12,9.81878891251389E-14,-2.44104258287572E-27,3.16288857522175E-18,-5.73758226924408E-26,bahagia
89,180,0.000812883127855108,8.94447493862485E-10,1.18482316752940E-10,4.59564935122152E-12,-1.03113807127366E-22,-1.27756071527071E-16,2.94524388187137E-23,sedih
90,181,0.000726963328016264,3.78218247946919E-09,2.34426794769032E-11,7.91359749683819E-14,1.06738289262818E-25,-1.83171777502458E-18,-1.49959127602616E-26,sedih
91,182,0.000824492199097121,1.55976350383784E-08,2.29503098914820E-12,2.13668000143260E-12,-3.45637819380667E-24,-2.48531251204127E-16,3.23125710918312E-24,sedih
92,186,0.001052817328498190,4.47606787032640E-08,5.77290767320101E-11,6.12791188329372E-12,1.08958936023621E-22,5.85684638187808E-16,3.75772615899202E-23,sedih
93,187,0.001120334513957530,2.23515494888874E-09,4.82716412691651E-12,4.44534732396434E-13,-6.40071714468301E-25,-2.09432358058114E-17,-1.19793495371343E-25,bahagia
94,188,0.000887532741065766,3.03101515381136E-09,2.29701651983448E-11,1.23860864498302E-11,-1.81779070024605E-22,-6.62911900346071E-16,1.02978540549179E-22,sedih
95,192,0.000769887089786631,5.24790347994267E-08,1.49980662607219E-11,1.39646759410357E-13,1.89088981906569E-25,-2.63937207840305E-17,-7.13394564772063E-26,sedih
96,193,0.000796309426513827,7.78782201038052E-08,4.31437359712018E-13,1.08462349138105E-12,6.81028409283946E-25,2.86836373513634E-16,2.94443657769888E-25,sedih
97,194,0.000773071098622007,2.70900024282890E-08,1.26894047293993E-11,1.29011879956777E-12,1.12672644925227E-25,-1.69210214949082E-16,5.21871986109644E-24,sedih
98,199,0.000791969585201453,1.70481617916287E-07,1.19394692677466E-12,1.76055765920070E-12,1.74199841435296E-24,6.89687556899710E-16,1.86568003041567E-24,sedih
99,200,0.000711989977353346,1.99230761566397E-09,1.40490187669252E-11,1.04224536638330E-13,-1.26073271594323E-25,-8.21367273095881E-19,3.36817947548927E-27,sedih
100,201,0.000792225595459026,1.14946538287024E-07,1.40199691677902E-12,1.27101262170832E-13,3.79504487585833E-26,3.09306381165744E-18,3.79271015808280E-26,sedih
101,202,0.000810940513018645,6.82667953117640E-09,1.42542921050139E-11,4.35226706659214E-13,9.83069133754225E-25,-1.13223917567853E-17,-4.56861319087430E-25,sedih
102,206,0.000717540216482382,1.79333647216357E-09,4.25343337578662E-12,5.39642611272926E-14,-1.24816164523407E-26,1.55495176004709E-18,2.26416199677623E-26,sedih
103,207,0.000716403332977461,1.97093210760135E-08,7.16512972214017E-12,1.75352096930748E-13,1.41180900828521E-25,1.57584301398171E-17,-1.36750945548911E-25,sedih
104,208,0.000749613833588511,9.87124239569682E-10,4.94243121707020E-11,4.38055635064759E-13,6.46974871374431E-25,1.33974579711950E-17,-1.93287768970503E-24,sedih
105,211,0.000938158616403649,2.71419497153073E-08,3.29262912579701E-11,4.05676159465155E-12,-7.30174200702878E-24,-5.90644019580428E-16,-4.63136673365511E-23,sedih
106,212,0.000709392738404484,1.47453591905164E-09,4.47175770594019E-12,3.29974714037302E-14,-1.23702407334783E-26,-8.23486776111485E-19,-2.76437386292803E-27,bahagia
107,215,0.000779506611954879,8.77376548954179E-09,1.86274948588847E-11,2.68496717963762E-12,-1.86322381934588E-23,1.38975899729573E-17,-3.65986271662415E-24,sedih
108,216,0.000991270420016943,2.31272023809756E-09,9.39459473607133E-11,1.78957850760273E-11,4.10731129075486E-22,-3.03584553253946E-16,6.08055311581781E-22,sedih
109,219,0.000968682723513269,1.65587831299552E-09,3.96818714727797E-11,7.18615155421656E-12,9.74370014089206E-23,4.79080053732290E-17,-7.23319496439281E-23,sedih
110,220,0.001827787448370830,2.11900076521534E-08,1.20854560901937E-10,2.47618492331241E-10,4.08241914742374E-20,3.15287291588525E-14,1.29724645844373E-20,bahagia
111,223,0.000811812807174603,9.48274230748780E-08,5.68330440939978E-11,7.17389136419232E-13,1.06634657665664E-24,9.76964864636813E-17,4.45486195796698E-24,sedih
112,224,0.000872543572610059,1.10113108973530E-07,1.96180656708855E-11,1.52175057595648E-12,-7.21578506448569E-24,-3.93466513054672E-16,-4.13105770095581E-24,bahagia
113,228,0.000826628988248015,1.06266409000689E-07,2.70999216246714E-11,1.55789210826300E-11,3.05795757611306E-22,2.11395087330486E-15,-9.46311007754969E-23,sedih
114,229,0.000728793567726204,1.08559521552489E-07,1.13252103341945E-12,3.95498333444728E-13,2.61466344367939E-25,1.07897031746958E-16,-4.11944516467318E-26,sedih
115,230,0.000678568142229218,2.78056394772317E-10,1.22572764352539E-13,2.47493573551066E-15,-3.55320646015330E-29,-6.66685948934628E-21,-2.44058135947103E-29,sedih
116,234,0.000779061447463162,1.84824795939747E-09,2.93592026417270E-11,3.00446133642821E-13,7.97096998851121E-25,7.88032002428131E-18,4.01094255863735E-25,sedih
117,235,0.000685232563396067,4.40511677866745E-11,1.63925733941481E-12,5.20257900660689E-15,4.40566733890230E-28,1.40784645836494E-20,1.91668376374104E-28,sedih
118,236,0.000699062300515703,3.58059465173648E-11,3.19063379756077E-14,2.31334084320016E-15,1.83468102764782E-29,-3.45519985211002E-21,7.64155801468490E-30,sedih
119,239,0.000912879533106877,8.79786024591122E-09,2.24930423945147E-11,1.99218810734531E-11,-4.01491808900764E-22,-1.76773845757897E-15,-1.29028419133940E-22,bahagia
120,240,0.000954775249959667,2.21361816184242E-08,1.16176461941512E-10,2.33128263415522E-11,-1.11231803420565E-21,-2.95281917175541E-15,4.84491545494810E-22,sedih
121,243,0.000902405966603535,5.02719422857429E-09,4.17259015741403E-12,7.80470225536691E-12,-4.36970081522432E-23,-4.90607639438513E-16,-8.61776022763857E-24,sedih
122,244,0.000836086846860203,1.72787081535462E-08,6.18226377043406E-13,1.41566268229025E-12,-9.45054557677365E-25,8.92737471947615E-17,9.27825927572847E-25,sedih
123,247,0.000953865444250180,9.95189044367052E-09,1.38347179071498E-11,1.65872191924506E-12,6.30352282298491E-24,1.90266375267082E-17,-4.83773032489585E-24,bahagia
124,248,0.001145534560874900,5.17809174921298E-08,4.62239474521905E-10,2.54407598521992E-11,-2.21416295161653E-21,-3.91951076653254E-15,-1.64582952977893E-21,sedih
125,252,0.000854268057976119,3.09733217930337E-09,6.22023987375016E-12,2.90579104034257E-13,2.54356131951156E-25,2.06578166909454E-18,-2.96511434781063E-25,sedih
126,253,0.000836075718108885,4.50691756943039E-09,8.58408996577669E-12,1.68679259498260E-12,-2.49747454964047E-24,1.20923441914051E-17,-5.91277625021256E-24,sedih
127,254,0.000990352264624410,4.23899720456621E-08,4.08626356018856E-11,2.07883343464055E-11,-5.79529636236006E-22,-4.16228252731439E-15,1.76766243623709E-22,bahagia
128,257,0.001247780097435000,6.12853779052950E-08,1.18596240492068E-10,3.12162601652607E-11,7.87965675449596E-22,-6.83366763078506E-15,-1.72819844874226E-21,sedih
129,258,0.000969165969909494,2.77078035527773E-08,1.20322730450515E-11,9.17763454632780E-12,-8.81569942566314E-23,-1.22993341781556E-15,3.91096569463825E-23,sedih
130,261,0.000854893569633469,9.89532861199795E-09,2.77683297654366E-12,1.74030460295726E-12,-3.52076941354183E-24,-1.63031429728537E-16,1.49675962156423E-24,sedih
131,262,0.000972408378197108,1.64383509644911E-07,6.02342093374235E-11,3.28893876341878E-11,1.34481048405789E-21,1.18819842043301E-14,-5.78297111572094E-22,sedih
132,265,0.000854930180144457,3.39773325558335E-08,5.19175558089757E-11,2.00331499038377E-11,2.26319425327763E-22,-3.39488248464894E-15,-6.05135244093286E-22,sedih
133,266,0.000759663107380136,1.32002192328754E-08,1.00499696004166E-11,4.44277902065321E-12,2.20891180057468E-23,1.39874368499637E-16,-1.98338409260785E-23,sedih
134,269,0.000803307091854086,8.04427110713688E-08,1.35014943076718E-11,1.69680768944762E-13,-2.15914120160318E-25,4.49908067288825E-17,1.39071744722486E-25,sedih
135,270,0.000848775418041906,1.04529479132168E-07,5.46222258731816E-11,2.27244509712336E-12,-2.43605668820210E-23,7.33296716693784E-16,-6.89567456304807E-24,sedih
136,276,0.000712139759116272,8.06708892864822E-09,1.16438621788014E-11,1.41552413557799E-12,8.28526637809059E-26,-8.69589960224020E-17,-5.74618105693422E-24,sedih
137,277,0.000681443284436417,9.01396530480421E-09,4.65435897093774E-11,1.26874337643779E-13,1.75524484157562E-25,-9.46831633449890E-18,2.53470961911959E-25,sedih
138,278,0.000691134204416837,7.26154395627201E-11,1.16286721390799E-12,8.51745895370213E-14,2.49456643061342E-26,-6.96806347186697E-19,9.81168996107867E-27,sedih
139,279,0.000720726250713473,3.16209245642889E-08,1.12456366182656E-11,1.43547714308423E-13,-1.22683714701945E-25,-1.36013496639214E-17,-1.34954010887543E-25,sedih
140,280,0.000706480238726797,1.84903686203488E-09,1.30131484309763E-12,2.33609962624432E-13,3.43330137859599E-26,-4.43878650594760E-18,-1.24143582672124E-25,sedih
141,288,0.000718405511196130,4.68941851967754E-08,2.21249678906689E-12,5.77915101275287E-13,-2.60023635606333E-25,-8.81921759399928E-17,5.99528003246624E-25,sedih
142,289,0.000801253981058985,7.85293023296880E-08,6.29214768642764E-12,1.11066228990877E-12,1.10812849774705E-24,-2.23916380186264E-16,2.71897038867826E-24,bahagia
143,290,0.000736731464297520,1.11351154994317E-08,2.43398416845961E-12,1.59762473643391E-12,-2.05433062965925E-24,2.88100954847964E-18,-2.38851206865536E-24,sedih
144,291,0.000713712565484879,2.52789569944131E-09,7.90425510537282E-13,1.22065393109967E-13,-9.51132415286396E-27,-5.57436481776287E-18,3.67033584606316E-26,sedih
145,292,0.000794130229632655,5.65255385517385E-09,1.61189954977305E-11,2.67557369265761E-12,-7.34807030783785E-24,-1.99206506780232E-16,-1.59606671279614E-23,sedih
146,293,0.000747502683810801,1.58507005388464E-11,1.35299131540308E-11,4.40358934867336E-13,-5.76733429543203E-25,6.04481679214569E-19,9.07046607062385E-25,sedih
147,294,0.000779439760533528,4.27833213261334E-08,1.02341402018279E-11,5.60103664534600E-13,-5.60601729897761E-25,-6.18676809127567E-17,1.21819652025809E-24,sedih
148,300,0.000747453425361829,3.56881334196187E-08,5.73438114895268E-11,1.11800330780353E-12,6.90765685809702E-24,2.07717309118823E-16,5.69368880120916E-24,sedih
149,301,0.000786952942734613,4.07196342991282E-09,5.54535639904374E-12,5.28665424661488E-12,2.35608519730770E-23,-1.17788791877969E-16,-1.62555037880278E-23,sedih
150,302,0.000800292947204356,2.17580377726389E-08,4.09135657513829E-11,1.67142459567188E-12,-1.31100317279044E-23,-2.12918293710867E-16,-4.37819122661738E-24,bahagia
151,303,0.003162599490942050,1.20692164683995E-07,4.41823430516450E-09,4.80753768707920E-09,2.08024102971854E-17,-1.23715585418666E-12,-7.62801630057253E-18,marah
152,304,0.000777231223786434,1.66606547201399E-08,1.11713950403627E-11,1.90791856168522E-12,3.33542755951475E-24,4.04212910591785E-18,8.15239576153168E-24,sedih
153,310,0.000932489066837873,2.78990933782885E-07,3.18375700318373E-12,4.15731648746008E-13,-4.39155656250391E-25,-2.16976408115814E-16,1.89477780742232E-25,sedih
154,311,0.000845951290561420,5.92531944542725E-08,7.36172248718308E-12,5.37325083661307E-12,3.14981574352543E-23,1.30668472913403E-15,-1.22446308719436E-23,bahagia
155,312,0.000944570444823435,9.38372394535542E-08,2.08549746955696E-11,7.34400864587529E-12,-8.75727001037421E-23,-1.69007903667670E-15,2.43223516094314E-23,sedih
156,313,0.000980062389246608,3.58406289072262E-07,1.10887106022727E-11,1.26879834244661E-12,1.73402219490450E-24,6.98994828006464E-16,-4.43200625388948E-24,sedih
157,314,0.000786566599974104,1.92717752711297E-08,3.41696318794898E-12,6.82365300478536E-12,1.00155849113930E-23,1.22514656786288E-16,-3.13901453064371E-23,sedih
158,320,0.001161549415079550,2.38738081954565E-09,4.63161510581164E-11,7.17634178298185E-11,-6.51710960735225E-22,2.75642957744011E-15,4.08568607422194E-21,bahagia
159,321,0.000952396205354383,6.34058519808624E-08,1.53625002823326E-10,1.25957643692378E-11,4.09022912243711E-22,2.83098300471861E-16,-3.73762244292262E-22,sedih
160,322,0.000810138200310779,2.13079656243383E-08,3.15601910526212E-11,1.48397204782385E-12,7.16385650065266E-24,1.70308191992841E-16,-7.19838204418215E-24,sedih
161,323,0.000767116072255780,1.27524278090717E-10,7.34427345675940E-13,3.60794766282254E-13,1.83213915624685E-25,3.95532351379423E-18,3.04227967763006E-26,sedih
162,324,0.000835959515318886,2.05685723602113E-08,1.98003532219102E-12,4.44530191104772E-12,1.20800610419254E-23,6.36107268472043E-16,5.29178772504328E-24,sedih
163,329,0.000787216612890573,1.91641156808075E-08,1.85105759582517E-11,1.42961602585428E-11,-1.35964838391121E-22,7.15217111764189E-16,-1.88676250048655E-22,sedih
