No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi,,,,,
47,93,0.000968039,4.37E-08,1.71E-11,2.96E-11,3.11E-22,-3.28E-15,6.49E-22,sedih,,,,,
48,94,0.000929398,1.36E-07,3.66E-11,6.24E-12,9.37E-23,-2.18E-15,-6.30E-24,sedih,,,,,
49,95,0.001103597,1.55E-07,2.33E-10,5.50E-11,4.21E-21,-1.92E-14,9.60E-24,bahagia,,,,,
50,96,0.001085233,3.44E-08,4.10E-11,6.85E-11,3.61E-21,7.39E-15,5.13E-22,bahagia,,,,,
51,97,0.000938933,2.90E-07,5.66E-11,3.54E-12,3.86E-23,1.24E-15,-2.45E-23,sedih,,,,,
52,98,0.000908322,5.81E-08,6.09E-11,5.34E-12,1.17E-23,-1.20E-15,7.56E-24,sedih,,,,,
53,105,0.000719362,4.26E-09,1.32E-11,5.96E-14,9.59E-30,3.50E-18,3.90E-26,sedih,,,,,
54,106,0.000707803,1.18E-09,9.53E-13,6.28E-13,-2.81E-25,-1.66E-17,-2.20E-25,sedih,,,,,
55,107,0.000761583,1.57E-09,2.62E-11,2.29E-12,9.44E-24,-7.53E-17,8.04E-24,sedih,,,,,
56,108,0.000702246,8.50E-09,1.36E-11,1.55E-14,-6.98E-27,-1.30E-18,-6.14E-27,sedih,,,,,
57,109,0.000741358,2.02E-09,1.33E-11,2.60E-14,-2.68E-28,-5.90E-19,4.09E-27,sedih,,,,,
58,115,0.004982073,4.29E-06,4.96E-09,2.97E-09,9.67E-18,4.93E-12,1.32E-18,natural,,,,,
59,116,0.000740647,6.76E-10,1.39E-12,5.43E-13,-3.27E-25,1.41E-17,-2.73E-25,sedih,,,,,
60,117,0.00165257,1.00E-06,9.02E-11,7.02E-12,1.45E-22,-4.26E-15,-6.20E-24,bahagia,,,,,
61,118,0.000810888,9.58E-09,6.49E-12,2.14E-12,-2.78E-24,-1.07E-16,4.52E-25,sedih,,,,,
62,119,0.000878684,1.02E-08,5.31E-12,5.83E-13,-4.60E-25,-3.79E-17,-5.21E-26,sedih,,,,,
63,120,0.000678542,4.20E-13,8.11E-13,1.66E-15,-2.61E-29,3.45E-22,-2.66E-29,sedih,,,,,
64,127,0.000839199,3.21E-08,5.40E-11,3.99E-12,-4.14E-23,6.58E-16,-3.28E-24,sedih,,,,,
65,128,0.001131215,1.96E-08,2.60E-10,4.31E-11,-2.64E-21,4.76E-15,7.99E-22,sedih,,,,,
66,129,0.000989579,3.99E-08,1.36E-11,3.06E-11,-6.17E-22,5.92E-15,6.09E-22,sedih,,,,,
67,130,0.001234916,3.36E-08,6.27E-10,2.86E-11,-3.60E-21,2.96E-15,-1.39E-22,sedih,,,,,
68,135,0.000901877,8.82E-10,3.23E-11,6.08E-13,2.60E-24,-1.55E-17,3.34E-25,sedih,,,,,
69,136,0.000977641,1.90E-07,2.40E-11,1.52E-12,-7.58E-24,-6.39E-16,-4.05E-24,sedih,,,,,
70,139,0.000984044,1.69E-08,2.12E-11,2.60E-11,3.88E-23,-9.86E-16,6.07E-22,sedih,,,,,
71,140,0.000811328,4.84E-09,9.11E-12,5.15E-13,-1.11E-24,-2.13E-17,-5.94E-25,sedih,,,,,
72,143,0.000867168,8.25E-08,6.67E-11,5.17E-12,-9.38E-23,1.48E-15,6.90E-24,sedih,,,,,
73,144,0.00075515,2.17E-09,4.66E-12,3.35E-14,1.20E-26,3.75E-19,2.64E-27,bahagia,,,,,
74,145,0.00070659,6.10E-10,1.08E-12,2.97E-13,-1.13E-25,-5.15E-18,-1.12E-25,sedih,,,,,
75,149,0.001276875,8.67E-07,4.40E-11,1.61E-11,2.61E-22,6.90E-15,3.88E-22,sedih,,,,,
76,150,0.000990088,7.64E-08,2.51E-11,1.13E-11,-1.57E-22,2.82E-15,5.66E-23,bahagia,,,,,
77,151,0.001242871,5.25E-07,2.79E-10,6.89E-11,-1.36E-21,-2.98E-14,9.40E-21,bahagia,,,,,
78,155,0.001228389,1.17E-07,1.81E-10,2.69E-11,-2.38E-22,9.11E-15,-2.02E-23,sedih,,,,,
79,156,0.001626653,5.18E-07,3.04E-10,1.09E-10,-1.51E-20,-7.87E-14,-1.23E-20,sedih,,,,,
80,157,0.000968131,2.07E-07,3.22E-12,9.49E-13,-1.32E-24,4.25E-16,-1.57E-25,bahagia,,,,,
81,161,0.002400922,1.88E-07,6.08E-10,6.33E-10,3.75E-19,2.74E-13,-1.60E-19,natural,,,,,
82,162,0.001244921,9.82E-08,3.57E-12,2.58E-11,-7.23E-23,-7.51E-15,2.99E-22,sedih,,,,,
83,163,0.000840496,1.21E-08,1.74E-11,6.33E-12,-6.08E-23,2.88E-16,-2.97E-23,bahagia,,,,,
84,167,0.000774574,3.98E-08,4.08E-11,3.88E-13,-1.15E-24,-6.52E-17,-1.88E-25,sedih,,,,,
85,168,0.001231366,2.38E-09,8.49E-12,3.06E-12,-1.49E-23,-1.46E-16,7.66E-24,bahagia,,,,,
86,171,0.001118109,6.56E-08,3.65E-10,1.56E-11,-7.73E-22,2.27E-15,-5.35E-23,sedih,,,,,
87,172,0.000838874,3.16E-08,1.35E-11,1.62E-11,-2.28E-22,-2.78E-15,3.38E-23,sedih,,,,,
88,175,0.000826657,9.76E-09,3.48E-12,9.82E-14,-2.44E-27,3.16E-18,2.10E-26,bahagia,,,,,
89,176,0.000812883,8.94E-10,1.18E-10,4.60E-12,-1.03E-22,-1.28E-16,9.37E-24,sedih,,,,,
90,177,0.000726963,3.78E-09,2.34E-11,7.91E-14,1.07E-25,-1.83E-18,4.46E-27,sedih,,,,,
91,178,0.000824492,1.56E-08,2.30E-12,2.14E-12,-3.46E-24,-2.49E-16,-7.01E-24,sedih,,,,,
92,183,0.001052817,4.48E-08,5.77E-11,6.13E-12,1.09E-22,5.86E-16,-2.18E-23,sedih,,,,,
93,184,0.001120335,2.24E-09,4.83E-12,4.45E-13,-6.40E-25,-2.09E-17,1.32E-26,sedih,,,,,
94,185,0.000887533,3.03E-09,2.30E-11,1.24E-11,-1.82E-22,-6.63E-16,-2.83E-22,sedih,,,,,
95,189,0.000769887,5.25E-08,1.50E-11,1.40E-13,1.89E-25,-2.64E-17,3.02E-27,sedih,,,,,
96,190,0.000796309,7.79E-08,4.31E-13,1.08E-12,6.81E-25,2.87E-16,-2.62E-25,sedih,,,,,
97,191,0.000773071,2.71E-08,1.27E-11,1.29E-12,1.13E-25,-1.69E-16,-2.22E-24,sedih,,,,,
98,195,0.00079197,1.70E-07,1.19E-12,1.76E-12,1.74E-24,6.90E-16,-5.92E-25,sedih,,,,,
99,196,0.00071199,1.99E-09,1.40E-11,1.04E-13,-1.26E-25,-8.21E-19,-4.46E-26,bahagia,,,,,
100,197,0.000792226,1.15E-07,1.40E-12,1.27E-13,3.80E-26,3.09E-18,-1.36E-26,bahagia,,,,,
101,198,0.000810941,6.83E-09,1.43E-11,4.35E-13,9.83E-25,-1.13E-17,2.16E-26,sedih,,,,,
102,203,0.00071754,1.79E-09,4.25E-12,5.40E-14,-1.25E-26,1.55E-18,-8.09E-27,sedih,,,,,
103,204,0.000716403,1.97E-08,7.17E-12,1.75E-13,1.41E-25,1.58E-17,2.27E-25,sedih,,,,,
104,205,0.000749614,9.87E-10,4.94E-11,4.38E-13,6.47E-25,1.34E-17,7.47E-25,sedih,,,,,
105,209,0.000938159,2.71E-08,3.29E-11,4.06E-12,-7.30E-24,-5.91E-16,3.64E-23,sedih,,,,,
106,210,0.000709393,1.47E-09,4.47E-12,3.30E-14,-1.24E-26,-8.23E-19,-6.68E-27,sedih,,,,,
107,213,0.000779507,8.77E-09,1.86E-11,2.68E-12,-1.86E-23,1.39E-17,3.56E-24,sedih,,,,,
108,214,0.00099127,2.31E-09,9.39E-11,1.79E-11,4.11E-22,-3.04E-16,-3.50E-22,sedih,,,,,
109,217,0.000968683,1.66E-09,3.97E-11,7.19E-12,9.74E-23,4.79E-17,-1.48E-23,sedih,,,,,
110,218,0.001827787,2.12E-08,1.21E-10,2.48E-10,4.08E-20,3.15E-14,-4.30E-20,kaget,,,,,
111,221,0.000811813,9.48E-08,5.68E-11,7.17E-13,1.07E-24,9.77E-17,-4.34E-25,sedih,,,,,
112,222,0.000872544,1.10E-07,1.96E-11,1.52E-12,-7.22E-24,-3.93E-16,3.76E-24,sedih,,,,,
113,225,0.000826629,1.06E-07,2.71E-11,1.56E-11,3.06E-22,2.11E-15,2.12E-23,bahagia,,,,,
114,226,0.000728794,1.09E-07,1.13E-12,3.95E-13,2.61E-25,1.08E-16,1.79E-25,sedih,,,,,
115,227,0.000678568,2.78E-10,1.23E-13,2.47E-15,-3.55E-29,-6.67E-21,-1.04E-29,sedih,,,,,
116,231,0.000747686,4.49E-12,6.77E-14,3.38E-13,-3.92E-26,1.55E-19,9.67E-26,sedih,,,,,
117,232,0.000779061,1.85E-09,2.94E-11,3.00E-13,7.97E-25,7.88E-18,2.58E-26,bahagia,,,,,
118,233,0.000685646,9.35E-11,1.66E-12,3.30E-15,2.41E-28,9.43E-21,1.79E-28,sedih,,,,,
119,237,0.00091288,8.80E-09,2.25E-11,1.99E-11,-4.01E-22,-1.77E-15,-3.58E-22,sedih,,,,,
120,238,0.000954775,2.21E-08,1.16E-10,2.33E-11,-1.11E-21,-2.95E-15,9.83E-23,sedih,,,,,
121,241,0.000902406,5.03E-09,4.17E-12,7.80E-12,-4.37E-23,-4.91E-16,-3.85E-23,bahagia,,,,,
122,242,0.000836087,1.73E-08,6.18E-13,1.42E-12,-9.45E-25,8.93E-17,-1.12E-24,sedih,,,,,
123,245,0.000953865,9.95E-09,1.38E-11,1.66E-12,6.30E-24,1.90E-17,1.21E-24,sedih,,,,,
124,246,0.001145535,5.18E-08,4.62E-10,2.54E-11,-2.21E-21,-3.92E-15,-3.59E-22,sedih,,,,,
125,249,0.000854268,3.10E-09,6.22E-12,2.91E-13,2.54E-25,2.07E-18,7.34E-26,sedih,,,,,
126,250,0.000836076,4.51E-09,8.58E-12,1.69E-12,-2.50E-24,1.21E-17,-8.85E-25,bahagia,,,,,
127,251,0.000990352,4.24E-08,4.09E-11,2.08E-11,-5.80E-22,-4.16E-15,1.38E-22,bahagia,,,,,
128,255,0.00124778,6.13E-08,1.19E-10,3.12E-11,7.88E-22,-6.83E-15,2.98E-22,sedih,,,,,
129,256,0.000969166,2.77E-08,1.20E-11,9.18E-12,-8.82E-23,-1.23E-15,4.42E-23,sedih,,,,,
130,259,0.000854894,9.90E-09,2.78E-12,1.74E-12,-3.52E-24,-1.63E-16,1.49E-24,sedih,,,,,
131,260,0.000972408,1.64E-07,6.02E-11,3.29E-11,1.34E-21,1.19E-14,2.39E-22,sedih,,,,,
132,263,0.00085493,3.40E-08,5.19E-11,2.00E-11,2.26E-22,-3.39E-15,2.94E-22,sedih,,,,,
133,264,0.000759663,1.32E-08,1.00E-11,4.44E-12,2.21E-23,1.40E-16,5.07E-23,sedih,,,,,
134,267,0.000803307,8.04E-08,1.35E-11,1.70E-13,-2.16E-25,4.50E-17,-6.31E-26,sedih,,,,,
135,268,0.000848775,1.05E-07,5.46E-11,2.27E-12,-2.44E-23,7.33E-16,-1.44E-24,sedih,,,,,
136,271,0.00071214,8.07E-09,1.16E-11,1.42E-12,8.29E-26,-8.70E-17,-7.12E-25,sedih,,,,,
137,272,0.000691134,7.26E-11,1.16E-12,8.52E-14,2.49E-26,-6.97E-19,-9.45E-27,sedih,,,,,
138,273,0.000708333,4.03E-08,3.28E-12,2.11E-13,-5.00E-26,4.11E-17,-8.59E-26,sedih,,,,,
139,274,0.000681443,9.01E-09,4.65E-11,1.27E-13,1.76E-25,-9.47E-18,-7.72E-26,sedih,,,,,
140,275,0.00070648,1.85E-09,1.30E-12,2.34E-13,3.43E-26,-4.44E-18,1.32E-25,sedih,,,,,
141,281,0.000718406,4.69E-08,2.21E-12,5.78E-13,-2.60E-25,-8.82E-17,-8.24E-25,bahagia,,,,,
142,282,0.000801254,7.85E-08,6.29E-12,1.11E-12,1.11E-24,-2.24E-16,-2.80E-24,sedih,,,,,
143,283,0.000736731,1.11E-08,2.43E-12,1.60E-12,-2.05E-24,2.88E-18,2.35E-24,sedih,,,,,
144,284,0.00079413,5.65E-09,1.61E-11,2.68E-12,-7.35E-24,-1.99E-16,1.50E-23,sedih,,,,,
145,285,0.000774889,3.83E-08,5.84E-12,8.91E-13,-1.16E-24,-1.12E-16,-1.26E-24,sedih,,,,,
146,286,0.000747253,5.90E-11,1.29E-11,4.39E-13,-5.69E-25,1.27E-18,-5.17E-25,bahagia,,,,,
147,287,0.000713713,2.53E-09,7.90E-13,1.22E-13,-9.51E-27,-5.57E-18,-2.54E-26,bahagia,,,,,
148,295,0.000786953,4.07E-09,5.55E-12,5.29E-12,2.36E-23,-1.18E-16,-6.17E-25,sedih,,,,,
149,296,0.000800293,2.18E-08,4.09E-11,1.67E-12,-1.31E-23,-2.13E-16,-1.87E-25,sedih,,,,,
150,297,0.000747453,3.57E-08,5.73E-11,1.12E-12,6.91E-24,2.08E-16,6.14E-25,sedih,,,,,
151,298,0.003162599,1.21E-07,4.42E-09,4.81E-09,2.08E-17,-1.24E-12,1.39E-17,natural,,,,,
152,299,0.000777231,1.67E-08,1.12E-11,1.91E-12,3.34E-24,4.04E-18,-8.45E-24,bahagia,,,,,
153,305,0.000932489,2.79E-07,3.18E-12,4.16E-13,-4.39E-25,-2.17E-16,-2.59E-25,sedih,,,,,
154,306,0.000845951,5.93E-08,7.36E-12,5.37E-12,3.15E-23,1.31E-15,1.10E-23,sedih,,,,,
155,307,0.00094457,9.38E-08,2.09E-11,7.34E-12,-8.76E-23,-1.69E-15,-2.05E-23,sedih,,,,,
156,308,0.000980062,3.58E-07,1.11E-11,1.27E-12,1.73E-24,6.99E-16,2.16E-24,sedih,,,,,
157,309,0.000786567,1.93E-08,3.42E-12,6.82E-12,1.00E-23,1.23E-16,6.42E-23,sedih,,,,,
158,315,0.001161549,2.39E-09,4.63E-11,7.18E-11,-6.52E-22,2.76E-15,-4.76E-21,sedih,,,,,
159,316,0.000952396,6.34E-08,1.54E-10,1.26E-11,4.09E-22,2.83E-16,9.65E-23,sedih,,,,,
160,317,0.000810138,2.13E-08,3.16E-11,1.48E-12,7.16E-24,1.70E-16,9.83E-24,bahagia,,,,,
161,318,0.000767116,1.28E-10,7.34E-13,3.61E-13,1.83E-25,3.96E-18,4.95E-26,sedih,,,,,
162,319,0.00083596,2.06E-08,1.98E-12,4.45E-12,1.21E-23,6.36E-16,-1.02E-23,sedih,,,,,
163,325,0.000787217,1.92E-08,1.85E-11,1.43E-11,-1.36E-22,7.15E-16,-1.12E-22,sedih,,,,,
164,326,0.000698892,2.59E-09,6.05E-13,1.88E-13,-5.13E-26,-6.54E-18,-4.04E-26,bahagia,,,,,
165,327,0.000703386,2.70E-10,2.25E-12,2.17E-13,-7.34E-26,-2.27E-18,6.72E-26,sedih,,,,,
166,328,0.000677502,1.09E-09,1.44E-12,3.00E-14,1.23E-27,7.50E-19,1.27E-27,sedih,,,,,
167,333,0.001198548,2.03E-08,5.24E-10,2.81E-11,1.58E-21,1.74E-16,8.36E-22,sedih,,,,,
168,334,0.001198199,1.10E-08,2.79E-11,4.65E-11,1.67E-21,4.50E-15,-1.02E-22,sedih,,,,,
169,337,0.00072164,6.43E-08,6.46E-12,9.65E-13,4.10E-25,-2.21E-16,-2.19E-24,sedih,,,,,
170,338,0.000671693,3.83E-10,5.60E-13,7.93E-14,5.07E-27,-1.15E-18,1.27E-26,sedih,,,,,
171,339,0.000665076,8.11E-10,1.16E-12,3.23E-14,-3.21E-27,-8.68E-19,1.03E-27,sedih,,,,,
172,343,0.000717616,2.58E-08,8.60E-13,1.27E-13,3.32E-26,4.14E-18,-8.64E-27,sedih,,,,,
173,344,0.000999704,2.62E-07,1.36E-10,1.29E-11,-4.95E-22,-3.56E-15,-6.87E-23,sedih,,,,,
174,345,0.000948883,9.91E-09,3.96E-11,6.08E-12,8.04E-23,5.34E-17,2.88E-23,sedih,,,,,
175,349,0.000732547,8.41E-11,8.29E-13,2.09E-13,3.57E-26,1.38E-18,8.67E-26,sedih,,,,,
176,350,0.00077133,3.74E-09,5.17E-13,1.16E-12,-9.03E-25,-1.41E-17,-5.25E-25,sedih,,,,,
177,351,0.000666107,4.38E-09,6.65E-12,2.75E-14,-1.06E-26,6.88E-19,-7.21E-27,sedih,,,,,
178,355,0.000797908,2.66E-09,4.60E-12,7.90E-14,1.05E-26,-3.25E-18,-4.73E-27,sedih,,,,,
179,356,0.000863481,3.19E-08,4.89E-11,4.66E-12,-5.30E-23,-7.53E-16,1.34E-23,sedih,,,,,
180,359,0.000914444,1.48E-07,2.79E-11,8.97E-12,1.42E-22,2.91E-16,-1.16E-23,sedih,,,,,
181,360,0.002263375,7.63E-08,3.26E-09,2.84E-10,1.02E-19,-3.01E-14,1.53E-20,natural,,,,,
182,361,0.000730104,5.21E-09,1.58E-11,1.92E-13,3.08E-25,-5.35E-19,-1.39E-25,sedih,,,,,
183,365,0.000717724,1.08E-08,2.36E-11,5.06E-13,1.51E-24,5.12E-17,1.44E-25,sedih,,,,,
184,366,0.00070548,7.65E-10,5.27E-13,1.62E-13,9.45E-27,-2.22E-18,5.31E-26,sedih,,,,,
185,367,0.000866574,5.95E-08,2.87E-11,7.50E-12,3.72E-24,1.82E-15,5.48E-23,sedih,,,,,
186,371,0.000816324,1.13E-08,7.75E-12,2.74E-12,-8.65E-24,-2.61E-16,-1.85E-23,sedih,,,,,
187,372,0.000906076,1.39E-08,2.55E-11,6.48E-12,-5.22E-23,7.28E-16,-2.13E-23,bahagia,,,,,
188,373,0.000750706,9.94E-10,4.93E-12,1.07E-12,2.17E-24,3.18E-17,1.84E-24,sedih,,,,,
189,377,0.000704965,1.16E-08,3.26E-11,5.09E-13,1.59E-24,4.93E-17,7.59E-25,bahagia,,,,,
190,378,0.000817145,7.99E-11,1.58E-11,1.74E-13,2.18E-25,-1.34E-18,-4.75E-26,sedih,,,,,
191,379,0.000752745,4.48E-10,3.84E-13,3.16E-13,-5.59E-26,1.84E-18,8.40E-26,sedih,,,,,
192,380,0.0034763,1.25E-06,3.18E-08,1.13E-08,1.70E-16,4.62E-12,6.26E-17,natural,,,,,
193,381,0.000827557,5.28E-09,1.82E-11,5.90E-13,-1.54E-24,3.51E-18,-4.83E-25,sedih,,,,,
194,387,0.001412588,3.62E-08,1.14E-09,3.12E-10,-1.49E-19,5.14E-14,3.69E-20,bahagia,,,,,
195,388,0.00094297,2.42E-09,4.05E-12,1.07E-12,-1.53E-24,-4.95E-17,-2.43E-25,sedih,,,,,
196,389,0.001009061,1.27E-08,1.90E-11,2.99E-12,-2.09E-23,2.52E-16,4.54E-24,bahagia,,,,,
197,393,0.000676642,6.94E-09,9.81E-12,1.06E-15,1.04E-28,6.20E-20,-3.66E-29,sedih,,,,,
198,394,0.000841937,9.56E-09,2.14E-11,1.55E-12,8.45E-24,6.46E-18,6.15E-24,bahagia,,,,,
199,395,0.0006818,1.23E-09,4.15E-12,1.07E-13,-1.84E-26,1.69E-18,4.53E-26,bahagia,,,,,
200,396,0.000673748,1.53E-10,4.87E-13,3.11E-14,4.97E-28,-2.54E-19,3.85E-27,sedih,,,,,
201,401,0.000698753,5.49E-09,9.27E-12,2.07E-13,-1.25E-25,1.53E-17,-4.46E-26,sedih,,,,,
202,402,0.000790449,7.88E-08,9.33E-11,4.14E-11,2.45E-21,1.15E-14,8.29E-22,sedih,,,,,
203,403,0.000713683,3.33E-09,1.11E-11,5.22E-14,2.46E-26,-1.84E-18,-3.09E-26,sedih,,,,,
204,404,0.000666092,6.84E-11,3.49E-14,5.57E-16,-3.07E-31,4.18E-21,3.57E-31,sedih,,,,,
205,405,0.000703379,2.35E-09,9.41E-12,2.58E-13,3.17E-25,8.62E-18,2.55E-25,sedih,,,,,
206,411,0.000690916,1.64E-10,3.62E-13,7.37E-14,8.94E-27,-9.25E-19,-8.27E-27,sedih,,,,,
207,412,0.000688049,1.64E-08,9.28E-13,3.10E-14,-2.64E-28,3.28E-18,5.41E-27,sedih,,,,,
208,413,0.000718586,3.72E-09,1.16E-11,2.42E-13,-2.50E-25,1.46E-17,2.53E-25,sedih,,,,,
209,414,0.000804115,7.02E-09,9.14E-12,1.37E-14,-2.68E-27,-4.24E-19,2.47E-28,sedih,,,,,
210,415,0.000825848,6.96E-08,7.53E-11,3.78E-11,7.87E-22,9.88E-15,1.47E-21,sedih,,,,,
211,421,0.000748531,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,-2.19E-27,bahagia,,,,,
212,422,0.00068005,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,-1.17E-27,bahagia,,,,,
213,423,0.000742869,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-8.18E-25,sedih,,,,,
214,427,0.00099614,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,-1.56E-22,sedih,,,,,
215,428,0.000950335,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,-2.63E-23,sedih,,,,,
216,429,0.001085125,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,-1.56E-22,bahagia,,,,,
217,433,0.000824139,5.59E-09,4.85E-11,4.19E-12,-4.25E-23,-1.59E-16,1.93E-23,sedih,,,,,
218,434,0.001107898,7.97E-08,8.13E-11,1.97E-12,1.78E-24,2.85E-16,1.17E-23,sedih,,,,,
